total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
1010,153.0000000000000,6,1,2,8,-.2182703397173213,1,,2471
1014,153.0000000000000,6,1,3,4,-.2942990391613876E-01,1,,2471
1018,153.0000000000000,6,1,4,4,-1.359572283514956,2,SFR_0,6
1021,153.0000000000000,6,1,5,3,-.3617709980428332,2,SFR_0,18
1023,153.0000000000000,6,1,6,2,-.1187313056883586,2,SFR_0,18
1024,153.0000000000000,6,1,7,1,-.3820378457900055E-01,2,SFR_0,18
1025,153.0000000000000,6,1,8,1,-.1423790316056613E-01,2,SFR_0,18
1026,153.0000000000000,6,1,9,1,-.1070457886865965E-01,2,SFR_0,18
1027,153.0000000000000,6,1,10,1,-.8064402443914423E-02,2,SFR_0,18
1035,183.0000000000000,7,1,1,8,-4.214232826611521,1,,2723
1045,183.0000000000000,7,1,2,10,.3475577101076510,1,,556
1053,183.0000000000000,7,1,3,8,.3714833831674014E-01,1,,556
1057,183.0000000000000,7,1,4,4,.1574845394588920E-01,2,,3995
1060,183.0000000000000,7,1,5,3,-.1766341288234491,2,SFR_0,6
1062,183.0000000000000,7,1,6,2,.6766323199395180E-01,2,SFR_0,4
1064,183.0000000000000,7,1,7,2,.2754866866361937E-01,2,SFR_0,4
1065,183.0000000000000,7,1,8,1,.1985925095616407E-01,2,SFR_0,4
1066,183.0000000000000,7,1,9,1,.6704430408370872E-02,2,SFR_0,4
1074,214.0000000000000,8,1,1,8,-.4981713333320386,1,,2997
1084,214.0000000000000,8,1,2,10,-.1288164074786096,2,,6286
1092,214.0000000000000,8,1,3,8,-.1398653614774048E-01,2,,2455
1098,214.0000000000000,8,1,4,6,1.385365477442596,2,SFR_0,16
1102,214.0000000000000,8,1,5,4,.3590550292326025,2,SFR_0,16
1105,214.0000000000000,8,1,6,3,.8970964140036962E-01,2,SFR_0,16
1107,214.0000000000000,8,1,7,2,.3391787148167634E-01,2,SFR_0,4
1108,214.0000000000000,8,1,8,1,.1418968193072180E-01,2,SFR_0,4
1109,214.0000000000000,8,1,9,1,.5331142360222897E-02,2,SFR_0,4
1118,245.0000000000000,9,1,1,9,1.884213884239671,1,,2723
1126,245.0000000000000,9,1,2,8,-.1184105951468268,1,,2353
1133,245.0000000000000,9,1,3,7,.2769879032246081E-01,1,,2353
1136,245.0000000000000,9,1,4,3,-1.395681374954039,2,SFR_0,6
1138,245.0000000000000,9,1,5,2,-.1729567884438968,2,SFR_0,6
1140,245.0000000000000,9,1,6,2,.4881301298180044E-01,2,SFR_0,4
1141,245.0000000000000,9,1,7,1,.3632850789874558E-01,2,SFR_0,4
1142,245.0000000000000,9,1,8,1,.1135333021762165E-01,2,SFR_0,4
1143,245.0000000000000,9,1,9,1,.9822437194415721E-02,2,SFR_0,4
1152,275.0000000000000,10,1,1,9,1.850921155764979,1,,2723
1160,275.0000000000000,10,1,2,8,-.4703805574348507E-01,1,,177
1166,275.0000000000000,10,1,3,6,-.1540359497238342E-01,2,,3910
1170,275.0000000000000,10,1,4,4,-1.387232647489678,2,SFR_0,6
1172,275.0000000000000,10,1,5,2,-.1699391178335108,2,SFR_0,6
1174,275.0000000000000,10,1,6,2,.3155957983260065E-01,2,SFR_0,4
1175,275.0000000000000,10,1,7,1,.2481567698747306E-01,2,SFR_0,4
1176,275.0000000000000,10,1,8,1,.8654036646685853E-02,2,SFR_0,4
1184,306.0000000000000,11,1,1,8,1.150296924464840,1,,2723
1193,306.0000000000000,11,1,2,9,.3491130236272966E-01,1,,3016
1200,306.0000000000000,11,1,3,7,-.1313640788583825E-01,2,,3910
1204,306.0000000000000,11,1,4,4,-1.277007297562957,2,SFR_0,6
1206,306.0000000000000,11,1,5,2,-.1659044937576937,2,SFR_0,6
1208,306.0000000000000,11,1,6,2,-.3104254229051956E-01,2,SFR_0,4
1209,306.0000000000000,11,1,7,1,-.2485964201740230E-01,2,SFR_0,4
1210,306.0000000000000,11,1,8,1,-.9946787565174739E-02,2,SFR_0,4
1218,336.0000000000000,12,1,1,8,-.7351387846765647,1,,2419
1225,336.0000000000000,12,1,2,7,.3484271066969313E-01,1,,3016
1229,336.0000000000000,12,1,3,4,-.1118551085306763E-01,2,,3910
1232,336.0000000000000,12,1,4,3,-1.456598642659951,2,SFR_0,6
1234,336.0000000000000,12,1,5,2,-.1808458605900554,2,SFR_0,6
1236,336.0000000000000,12,1,6,2,-.2327825984052387E-01,2,SFR_0,6
1237,336.0000000000000,12,1,7,1,.1222115183067108E-01,2,SFR_0,4
1238,336.0000000000000,12,1,8,1,.4588251121488641E-02,2,SFR_0,4
1245,367.0000000000000,13,1,1,7,-.2024344903429665,1,,2419
1252,367.0000000000000,13,1,2,7,-.3995955026681486E-01,1,,152
1256,367.0000000000000,13,1,3,4,-.1237481459622813E-01,2,,3910
1259,367.0000000000000,13,1,4,3,-1.474439970332544,2,SFR_0,6
1261,367.0000000000000,13,1,5,2,-.1816437342020178,2,SFR_0,6
1263,367.0000000000000,13,1,6,2,-.2428697016481458E-01,2,SFR_0,6
1264,367.0000000000000,13,1,7,1,.7525394738644668E-02,2,SFR_0,4
