time,LAK1_STAGE,LAK2_STAGE,LAK1_TO-MVR,LAK1_FROM-MVR,LAK2_TO-MVR,LAK2_FROM-MVR
55363200.00000,1041.267640,1001.438304,-33.33772284,31.22706147,-192.5587388,179.2147670
55538400.00000,1041.267896,1001.438434,-33.34893544,31.22706147,-192.5876257,179.2254070
55713600.00000,1041.268142,1001.438554,-33.35974441,31.22706147,-192.6145663,179.2361185
55888800.00000,1041.268379,1001.438667,-33.37014436,31.22706147,-192.6397658,179.2468271
56064000.00000,1041.268608,1001.438774,-33.38016226,31.22706147,-192.6634924,179.2575237
56239200.00000,1041.268829,1001.438875,-33.38985778,31.22706147,-192.6861254,179.2682978
56414400.00000,1041.269042,1001.438971,-33.39922085,31.22706147,-192.7076535,179.2789702
56589600.00000,1041.269248,1001.439061,-33.40826195,31.22706147,-192.7277376,179.2859351
56764800.00000,1041.269447,1001.439145,-33.41696697,31.22706147,-192.7464470,179.2930612
56940000.00000,1041.269636,1001.439222,-33.42528339,31.22706147,-192.7636336,179.3001363
57115200.00000,1041.269816,1001.439291,-33.43319328,31.22706147,-192.7790381,179.3070400
57290400.00000,1041.269988,1001.439352,-33.44071201,31.22706147,-192.7927098,179.3138566
57465600.00000,1041.270150,1001.439407,-33.44785714,31.22706147,-192.8048660,179.3206364
57640800.00000,1041.270305,1001.439456,-33.45465320,31.22706147,-192.8157669,179.3273847
57816000.00000,1041.270452,1001.439498,-33.46112365,31.22706147,-192.8251973,179.3306601
57991200.00000,1041.270593,1001.439535,-33.46728917,31.22706147,-192.8333563,179.3340605
58166400.00000,1041.270727,1001.439566,-33.47316953,31.22706147,-192.8404099,179.3376063
58341600.00000,1041.270855,1001.439596,-33.47878400,31.22706147,-192.8469853,179.3453209
58516800.00000,1041.270977,1001.439636,-33.48415066,31.22706147,-192.8559370,179.3771275
58692000.00000,1041.271094,1001.439683,-33.48929281,31.22706147,-192.8664362,179.4039452
58867200.00000,1041.271206,1001.439735,-33.49423284,31.22706147,-192.8781772,179.4294831
59042400.00000,1041.271314,1001.439792,-33.49897592,31.22706147,-192.8908966,179.4538483
59217600.00000,1041.271418,1001.439853,-33.50352254,31.22706147,-192.9043643,179.4770764
59392800.00000,1041.271517,1001.439915,-33.50787562,31.22706147,-192.9183832,179.4992072
59568000.00000,1041.271612,1001.439980,-33.51204058,31.22706147,-192.9327849,179.5202940
59743200.00000,1041.271702,1001.440045,-33.51601222,31.22706147,-192.9474169,179.5403588
59918400.00000,1041.271788,1001.440111,-33.51977392,31.22706147,-192.9621085,179.5593855
60093600.00000,1041.271868,1001.440176,-33.52331792,31.22706147,-192.9767019,179.5773803
60268800.00000,1041.271944,1001.440241,-33.52665748,31.22706147,-192.9910753,179.5944050
60444000.00000,1041.272016,1001.440304,-33.52980838,31.22706147,-193.0051405,179.6105223
60619200.00000,1041.272084,1001.440365,-33.53278309,31.22706147,-193.0188571,179.6257713
60794400.00000,1041.272148,1001.440425,-33.53559519,31.22706147,-193.0321720,179.6401776
60969600.00000,1041.272208,1001.440482,-33.53825711,31.22706147,-193.0449971,179.6538626
61144800.00000,1041.272266,1001.440536,-33.54077628,31.22706147,-193.0570698,179.6659339
61320000.00000,1041.272320,1001.440586,-33.54316009,31.22706147,-193.0681170,179.6757795
61495200.00000,1041.272371,1001.440631,-33.54541299,31.22706147,-193.0781190,179.6851030
61670400.00000,1041.272419,1001.440671,-33.54754129,31.22706147,-193.0871013,179.6939139
61845600.00000,1041.272465,1001.440707,-33.54955345,31.22706147,-193.0951032,179.7022320
62020800.00000,1041.272509,1001.440738,-33.55145828,31.22706147,-193.1021833,179.7100828
62196000.00000,1041.272550,1001.440766,-33.55327300,31.22706147,-193.1084626,179.7175103
62371200.00000,1041.272589,1001.440791,-33.55501308,31.22706147,-193.1140511,179.7245431
62546400.00000,1041.272627,1001.440813,-33.55667364,31.22706147,-193.1188565,179.7301235
62721600.00000,1041.272663,1001.440831,-33.55825283,31.22706147,-193.1228430,179.7344418
62896800.00000,1041.272697,1001.440845,-33.55974971,31.22706147,-193.1260979,179.7384851
63072000.00000,1041.272729,1001.440857,-33.56116600,31.22706147,-193.1286959,179.7422462
