#k i j head boundname
5 8 1 311.33 perimeter-heads
5 9 1 311.027 perimeter-heads
5 10 1 310.715 perimeter-heads
5 11 1 310.399 perimeter-heads
5 12 1 310.077 perimeter-heads
5 13 1 309.751 perimeter-heads
5 14 1 309.417 perimeter-heads
5 15 1 309.075 perimeter-heads
5 16 1 308.732 perimeter-heads
5 17 1 308.395 perimeter-heads
5 18 1 308.049 perimeter-heads
5 19 1 307.692 perimeter-heads
5 20 1 307.316 perimeter-heads
5 21 1 306.92 perimeter-heads
5 22 1 306.505 perimeter-heads
5 23 1 306.071 perimeter-heads
5 24 1 305.623 perimeter-heads
5 25 1 305.162 perimeter-heads
5 25 2 304.564 perimeter-heads
5 25 3 303.934 perimeter-heads
5 25 4 303.268 perimeter-heads
5 25 5 302.562 perimeter-heads
5 25 6 301.807 perimeter-heads
5 25 7 300.994 perimeter-heads
5 25 8 300.123 perimeter-heads
5 25 9 299.253 perimeter-heads
5 25 10 298.353 perimeter-heads
5 25 11 297.431 perimeter-heads
5 25 12 296.5 perimeter-heads
5 25 13 295.568 perimeter-heads
5 25 14 294.614 perimeter-heads
5 25 15 293.655 perimeter-heads
5 25 16 292.692 perimeter-heads
5 25 17 291.744 perimeter-heads
5 25 18 290.829 perimeter-heads
5 25 19 289.954 perimeter-heads
5 25 20 289.277 perimeter-heads
5 25 21 288.635 perimeter-heads
5 25 22 288.025 perimeter-heads
5 25 23 287.431 perimeter-heads
5 25 24 286.873 perimeter-heads
5 1 2 312.818 perimeter-heads
5 1 3 312.489 perimeter-heads
5 1 4 312.158 perimeter-heads
5 1 5 311.805 perimeter-heads
5 1 6 311.421 perimeter-heads
5 1 7 311.002 perimeter-heads
5 1 8 310.538 perimeter-heads
5 1 9 310.025 perimeter-heads
5 1 10 309.466 perimeter-heads
5 1 11 308.871 perimeter-heads
5 1 12 308.229 perimeter-heads
5 1 13 307.525 perimeter-heads
5 1 14 306.748 perimeter-heads
5 1 15 305.925 perimeter-heads
5 1 16 305.071 perimeter-heads
5 1 17 304.19 perimeter-heads
5 1 18 303.292 perimeter-heads
5 1 19 302.415 perimeter-heads
5 1 20 301.614 perimeter-heads
5 1 21 300.863 perimeter-heads
5 1 22 300.139 perimeter-heads
5 1 23 299.439 perimeter-heads
5 1 24 298.747 perimeter-heads
