#k i j head boundname
5 11 25 290.852 perimeter-heads
5 12 25 290.482 perimeter-heads
5 13 25 290.242 perimeter-heads
5 14 25 290.037 perimeter-heads
5 15 25 289.818 perimeter-heads
5 16 25 289.573 perimeter-heads
5 17 25 289.311 perimeter-heads
5 18 25 289.032 perimeter-heads
5 19 25 288.745 perimeter-heads
5 20 25 288.438 perimeter-heads
5 21 25 288.095 perimeter-heads
5 22 25 287.726 perimeter-heads
5 23 25 287.326 perimeter-heads
5 24 25 286.906 perimeter-heads
5 25 25 286.5 perimeter-heads
5 1 1 313.008 perimeter-heads
5 2 1 312.819 perimeter-heads
5 3 1 312.596 perimeter-heads
5 4 1 312.364 perimeter-heads
5 5 1 312.137 perimeter-heads
5 6 1 311.903 perimeter-heads
5 7 1 311.659 perimeter-heads
5 8 1 311.395 perimeter-heads
5 9 1 311.116 perimeter-heads
5 10 1 310.838 perimeter-heads
5 11 1 310.561 perimeter-heads
5 12 1 310.276 perimeter-heads
5 13 1 309.982 perimeter-heads
5 14 1 309.676 perimeter-heads
5 15 1 309.355 perimeter-heads
5 16 1 309.025 perimeter-heads
5 17 1 308.689 perimeter-heads
5 18 1 308.344 perimeter-heads
5 19 1 307.977 perimeter-heads
5 20 1 307.589 perimeter-heads
5 21 1 307.182 perimeter-heads
5 22 1 306.756 perimeter-heads
5 23 1 306.312 perimeter-heads
5 24 1 305.853 perimeter-heads
5 25 1 305.381 perimeter-heads
5 25 2 304.796 perimeter-heads
5 25 3 304.178 perimeter-heads
5 25 4 303.527 perimeter-heads
5 25 5 302.839 perimeter-heads
5 25 6 302.1 perimeter-heads
5 25 7 301.29 perimeter-heads
5 25 8 300.409 perimeter-heads
5 25 9 299.529 perimeter-heads
5 25 10 298.611 perimeter-heads
5 25 11 297.66 perimeter-heads
5 25 12 296.707 perimeter-heads
5 25 13 295.76 perimeter-heads
5 25 14 294.791 perimeter-heads
5 25 15 293.82 perimeter-heads
5 25 16 292.847 perimeter-heads
5 25 17 291.887 perimeter-heads
5 25 18 290.964 perimeter-heads
5 25 19 290.086 perimeter-heads
5 25 20 289.423 perimeter-heads
5 25 21 288.785 perimeter-heads
5 25 22 288.174 perimeter-heads
5 25 23 287.581 perimeter-heads
5 25 24 287.033 perimeter-heads
5 1 2 312.774 perimeter-heads
5 1 3 312.513 perimeter-heads
5 1 4 312.214 perimeter-heads
5 1 5 311.877 perimeter-heads
5 1 6 311.501 perimeter-heads
5 1 7 311.086 perimeter-heads
5 1 8 310.624 perimeter-heads
5 1 9 310.112 perimeter-heads
5 1 10 309.555 perimeter-heads
5 1 11 308.962 perimeter-heads
5 1 12 308.321 perimeter-heads
5 1 13 307.621 perimeter-heads
5 1 14 306.848 perimeter-heads
5 1 15 306.032 perimeter-heads
5 1 16 305.189 perimeter-heads
5 1 17 304.324 perimeter-heads
5 1 18 303.449 perimeter-heads
5 1 19 302.602 perimeter-heads
5 1 20 301.827 perimeter-heads
5 1 21 301.098 perimeter-heads
5 1 22 300.39 perimeter-heads
5 1 23 299.701 perimeter-heads
5 1 24 299.019 perimeter-heads
