#k i j head boundname
5 1 1 312.6 perimeter-heads
5 2 1 312.345 perimeter-heads
5 3 1 312.087 perimeter-heads
5 4 1 311.841 perimeter-heads
5 5 1 311.604 perimeter-heads
5 6 1 311.353 perimeter-heads
5 7 1 311.089 perimeter-heads
5 8 1 310.806 perimeter-heads
5 9 1 310.506 perimeter-heads
5 10 1 310.199 perimeter-heads
5 11 1 309.89 perimeter-heads
5 12 1 309.58 perimeter-heads
5 13 1 309.269 perimeter-heads
5 14 1 308.955 perimeter-heads
5 15 1 308.64 perimeter-heads
5 16 1 308.331 perimeter-heads
5 17 1 308.036 perimeter-heads
5 18 1 307.698 perimeter-heads
5 19 1 307.36 perimeter-heads
5 20 1 307.001 perimeter-heads
5 21 1 306.618 perimeter-heads
5 22 1 306.213 perimeter-heads
5 23 1 305.785 perimeter-heads
5 24 1 305.34 perimeter-heads
5 25 1 304.88 perimeter-heads
5 25 2 304.296 perimeter-heads
5 25 3 303.676 perimeter-heads
5 25 4 303.019 perimeter-heads
5 25 5 302.322 perimeter-heads
5 25 6 301.581 perimeter-heads
5 25 7 300.793 perimeter-heads
5 25 8 299.927 perimeter-heads
5 25 9 299.067 perimeter-heads
5 25 10 298.179 perimeter-heads
5 25 11 297.265 perimeter-heads
5 25 12 296.346 perimeter-heads
5 25 13 295.425 perimeter-heads
5 25 14 294.481 perimeter-heads
5 25 15 293.53 perimeter-heads
5 25 16 292.575 perimeter-heads
5 25 17 291.635 perimeter-heads
5 25 18 290.731 perimeter-heads
5 25 19 289.865 perimeter-heads
5 25 20 289.186 perimeter-heads
5 25 21 288.54 perimeter-heads
5 25 22 287.928 perimeter-heads
5 25 23 287.33 perimeter-heads
5 25 24 286.766 perimeter-heads
5 1 2 312.321 perimeter-heads
5 1 3 312.073 perimeter-heads
5 1 4 311.81 perimeter-heads
5 1 5 311.514 perimeter-heads
5 1 6 311.174 perimeter-heads
5 1 7 310.788 perimeter-heads
5 1 8 310.347 perimeter-heads
5 1 9 309.852 perimeter-heads
5 1 10 309.307 perimeter-heads
5 1 11 308.723 perimeter-heads
5 1 12 308.091 perimeter-heads
5 1 13 307.394 perimeter-heads
5 1 14 306.619 perimeter-heads
5 1 15 305.791 perimeter-heads
5 1 16 304.927 perimeter-heads
5 1 17 304.033 perimeter-heads
5 1 18 303.124 perimeter-heads
5 1 19 302.229 perimeter-heads
5 1 20 301.412 perimeter-heads
5 1 21 300.648 perimeter-heads
5 1 22 299.913 perimeter-heads
5 1 23 299.204 perimeter-heads
5 1 24 298.505 perimeter-heads
