per,rno,inflow,runoff,specified_line_id,category,n_measured,n_estimated,start_datetime,line_id_in_model
2,37,,494.239865,,,,,2007-04-01,17955879
2,38,,1832.8750666666665,,,,,2007-04-01,17955835
2,39,,91.53710833333334,,,,,2007-04-01,17957903
2,40,,91.53710833333334,,,,,2007-04-01,17957903
2,41,,91.53710833333334,,,,,2007-04-01,17957903
2,42,,91.53710833333334,,,,,2007-04-01,17957903
2,43,,91.53710833333334,,,,,2007-04-01,17957903
2,44,,91.53710833333334,,,,,2007-04-01,17957903
2,45,,819.7263493333332,,,,,2007-04-01,17955819
2,46,,819.7263493333332,,,,,2007-04-01,17955819
2,47,,819.7263493333332,,,,,2007-04-01,17955819
2,48,,819.7263493333332,,,,,2007-04-01,17955819
2,49,,3041.2819875000005,,,,,2007-04-01,17955821
2,50,,3041.2819875000005,,,,,2007-04-01,17955821
2,52,,185.73971666666665,,,,,2007-04-01,17955907
2,53,,185.73971666666665,,,,,2007-04-01,17955907
2,54,,222.10864583333336,,,,,2007-04-01,17955933
2,55,,222.10864583333336,,,,,2007-04-01,17955933
2,56,,222.10864583333336,,,,,2007-04-01,17955933
2,57,,222.10864583333336,,,,,2007-04-01,17955933
2,58,,222.10864583333336,,,,,2007-04-01,17955933
2,59,,222.10864583333336,,,,,2007-04-01,17955933
2,60,,222.10864583333336,,,,,2007-04-01,17955933
2,61,,222.10864583333336,,,,,2007-04-01,17955933
2,62,,160.61122777777777,,,,,2007-04-01,17955905
2,63,,160.61122777777777,,,,,2007-04-01,17955905
2,64,,160.61122777777777,,,,,2007-04-01,17955905
2,65,,224.67926666666665,,,,,2007-04-01,17955829
2,66,,390.02281666666664,,,,,2007-04-01,17955969
2,67,,390.02281666666664,,,,,2007-04-01,17955969
2,70,,1386.1187666666665,,,,,2007-04-01,17955973
2,71,,1386.1187666666665,,,,,2007-04-01,17955973
2,72,,1386.1187666666665,,,,,2007-04-01,17955973
2,75,,798.2122733333333,,,,,2007-04-01,17957969
2,76,,798.2122733333333,,,,,2007-04-01,17957969
2,77,,798.2122733333333,,,,,2007-04-01,17957969
2,78,,798.2122733333333,,,,,2007-04-01,17957969
2,79,,798.2122733333333,,,,,2007-04-01,17957969
2,84,,737.4422666666666,,,,,2007-04-01,17956121
2,85,,737.4422666666666,,,,,2007-04-01,17956121
2,86,,737.4422666666666,,,,,2007-04-01,17956121
2,87,,737.4422666666666,,,,,2007-04-01,17956121
2,88,,737.4422666666666,,,,,2007-04-01,17956121
2,90,,1281.2761666666668,,,,,2007-04-01,17956161
2,91,,957.5183066666666,,,,,2007-04-01,17956107
2,92,,957.5183066666666,,,,,2007-04-01,17956107
2,93,,957.5183066666666,,,,,2007-04-01,17956107
2,94,,957.5183066666666,,,,,2007-04-01,17956107
2,95,,957.5183066666666,,,,,2007-04-01,17956107
2,96,,957.5183066666666,,,,,2007-04-01,17956107
2,97,,957.5183066666666,,,,,2007-04-01,17956107
2,98,,957.5183066666666,,,,,2007-04-01,17956107
2,99,,957.5183066666666,,,,,2007-04-01,17956107
2,100,,957.5183066666666,,,,,2007-04-01,17956107
2,101,,748.4229333333333,,,,,2007-04-01,17956091
2,102,,188.34888833333335,,,,,2007-04-01,17956151
2,103,,188.34888833333335,,,,,2007-04-01,17956151
2,104,,772.8510416666667,,,,,2007-04-01,17956169
2,105,,772.8510416666667,,,,,2007-04-01,17956169
2,106,,772.8510416666667,,,,,2007-04-01,17956169
2,107,,772.8510416666667,,,,,2007-04-01,17956169
2,110,,2680.0750000000003,,,,,2007-04-01,17957955
2,111,,1397.9195833333333,,,,,2007-04-01,17957983
2,112,,1397.9195833333333,,,,,2007-04-01,17957983
2,113,,1397.9195833333333,,,,,2007-04-01,17957983
2,114,,1397.9195833333333,,,,,2007-04-01,17957983
2,115,,9684.989605555556,,,,,2007-04-01,17956813
2,116,,9684.989605555556,,,,,2007-04-01,17956813
2,117,,9684.989605555556,,,,,2007-04-01,17956813
2,120,,106.24135000000001,,,,,2007-04-01,17958269
2,121,,106.24135000000001,,,,,2007-04-01,17958269
2,122,,106.24135000000001,,,,,2007-04-01,17958269
2,124,,5360.322979886666,,,,,2007-04-01,17958265
2,126,,3021.3010166666663,,,,,2007-04-01,17956335
2,127,,1924.4727666666668,,,,,2007-04-01,17956705
2,128,,192.69,,,,,2007-04-01,17958031
2,129,,192.69,,,,,2007-04-01,17958031
2,130,,192.69,,,,,2007-04-01,17958031
2,131,,192.69,,,,,2007-04-01,17958031
2,132,,192.69,,,,,2007-04-01,17958031
2,133,,724.8283333333333,,,,,2007-04-01,17958025
2,134,,724.8283333333333,,,,,2007-04-01,17958025
2,135,,724.8283333333333,,,,,2007-04-01,17958025
2,136,,724.8283333333333,,,,,2007-04-01,17958025
2,137,,724.8283333333333,,,,,2007-04-01,17958025
2,138,,372.4253833333334,,,,,2007-04-01,17958237
2,141,,372.4253833333334,,,,,2007-04-01,17958241
2,142,,618.2748333333333,,,,,2007-04-01,17956823
2,143,,618.2748333333333,,,,,2007-04-01,17956823
2,144,,16643.946266666666,,,,,2007-04-01,17956827
2,149,,4726.068175,,,,,2007-04-01,17955371
2,150,,394.7321111111111,,,,,2007-04-01,17958205
2,151,,394.7321111111111,,,,,2007-04-01,17958205
2,152,,394.7321111111111,,,,,2007-04-01,17958205
2,153,,13450.828366875334,,,,,2007-04-01,18022250
2,154,,4770.756079416667,,,,,2007-04-01,18046688
2,155,,4770.756079416667,,,,,2007-04-01,18046688
2,156,,2619.6192,,,,,2007-04-01,17955487
2,157,,2619.6192,,,,,2007-04-01,17955487
2,158,,220.96233499999997,,,,,2007-04-01,17956199
2,160,,819.6880208333333,,,,,2007-04-01,17956869
2,161,,819.6880208333333,,,,,2007-04-01,17956869
2,162,,819.6880208333333,,,,,2007-04-01,17956869
2,163,,819.6880208333333,,,,,2007-04-01,17956869
2,165,,2032.5556666666666,,,,,2007-04-01,17956913
2,166,,2032.5556666666666,,,,,2007-04-01,17956913
2,167,,2032.5556666666666,,,,,2007-04-01,17956913
2,168,,2032.5556666666666,,,,,2007-04-01,17956913
2,169,,2032.5556666666666,,,,,2007-04-01,17956913
2,172,,3859.821515625,,,,,2007-04-01,17956955
2,173,,3859.821515625,,,,,2007-04-01,17956955
2,174,,3859.821515625,,,,,2007-04-01,17956955
2,175,,3859.821515625,,,,,2007-04-01,17956955
2,176,,207.90324999999999,,,,,2007-04-01,17956961
2,177,,207.90324999999999,,,,,2007-04-01,17956961
2,178,,154.47622222222222,,,,,2007-04-01,17957815
2,179,,154.47622222222222,,,,,2007-04-01,17957815
2,180,,154.47622222222222,,,,,2007-04-01,17957815
2,181,,154.47622222222222,,,,,2007-04-01,17957815
2,182,,154.47622222222222,,,,,2007-04-01,17957815
