per,k,i,j,q,boundname
18,12,20,31,-2217.3176,wel_60108
2,0,18,2,-2569.1172,wel_60484
4,0,18,2,-4141.1190000000015,wel_60484
6,0,18,2,-2969.631,wel_60484
8,0,18,2,-5838.441999999999,wel_60484
10,0,18,2,-3581.4722,wel_60484
12,0,18,2,-4733.62,wel_60484
14,0,18,2,-1448.8679,wel_60484
16,0,18,2,-3388.726,wel_60484
18,0,18,2,-2908.057,wel_60484
2,0,18,4,-9305.693,wel_60485
4,0,18,4,-3003.116,wel_60485
6,0,18,4,-7281.0024,wel_60485
8,0,18,4,-7994.84,wel_60485
10,0,18,4,-4687.8784,wel_60485
12,0,18,4,-6893.953,wel_60485
14,0,18,4,-2132.07,wel_60485
16,0,18,4,-5749.3374,wel_60485
18,0,18,4,-3164.4385,wel_60485
2,0,18,5,-3115.475,wel_60486
4,0,18,5,-7246.6323,wel_60486
6,0,18,5,-2907.3920000000007,wel_60486
8,0,18,5,-4424.5340000000015,wel_60486
10,0,18,5,-3625.884,wel_60486
12,0,18,5,-6804.535,wel_60486
14,0,18,5,-5988.2983,wel_60486
16,0,18,5,-2928.6414,wel_60486
18,0,18,5,-3159.4187,wel_60486
2,0,18,7,-3736.024,wel_60487
3,0,18,7,-2.156908,wel_60487
4,0,18,7,-2828.579,wel_60487
6,0,18,7,-1850.9866,wel_60487
8,0,18,7,-5453.7363,wel_60487
10,0,18,7,-1836.896,wel_60487
12,0,18,7,-1070.9529,wel_60487
14,0,18,7,-1033.0887,wel_60487
16,0,18,7,-1424.7255,wel_60487
18,0,18,7,-1501.9933,wel_60487
2,0,18,8,-6378.6562,wel_60488
4,0,18,8,-2159.5735,wel_60488
6,0,18,8,-3333.1420000000007,wel_60488
8,0,18,8,-8827.062,wel_60488
10,0,18,8,-6296.6,wel_60488
12,0,18,8,-4017.2698,wel_60488
14,0,18,8,-2932.3264,wel_60488
16,0,18,8,-5002.4536,wel_60488
18,0,18,8,-2642.566,wel_60488
2,3,18,10,-3767.3794,wel_60489
4,3,18,10,-3482.62,wel_60489
6,3,18,10,-2719.5613,wel_60489
8,3,18,10,-4397.757000000001,wel_60489
10,3,18,10,-5488.8496,wel_60489
12,3,18,10,-7537.8633,wel_60489
14,3,18,10,-3436.8005,wel_60489
16,3,18,10,-2936.2488,wel_60489
18,3,18,10,-2261.0718,wel_60489
2,3,18,12,-4270.754,wel_60490
4,3,18,12,-6082.1733,wel_60490
6,3,18,12,-4815.2964,wel_60490
8,3,18,12,-8715.183,wel_60490
10,3,18,12,-10090.904,wel_60490
12,3,18,12,-4693.6953,wel_60490
14,3,18,12,-5008.868,wel_60490
16,3,18,12,-4513.673,wel_60490
18,3,18,12,-3251.2383,wel_60490
2,3,18,13,-2597.5532,wel_60491
4,3,18,13,-2773.4817,wel_60491
6,3,18,13,-437.13336,wel_60491
8,3,18,13,-5422.1895,wel_60491
10,3,18,13,-5601.6064,wel_60491
12,3,18,13,-3909.2397,wel_60491
14,3,18,13,-3174.5154,wel_60491
16,3,18,13,-3590.4233,wel_60491
18,3,18,13,-2772.7686,wel_60491
2,12,18,15,-3249.741,wel_60492
3,12,18,15,-4.313816,wel_60492
4,12,18,15,-2590.17,wel_60492
6,12,18,15,-26.18246700000001,wel_60492
8,12,18,15,-3777.7737,wel_60492
9,12,18,15,-13.707312,wel_60492
10,12,18,15,-4075.8237,wel_60492
11,12,18,15,-10.267474,wel_60492
12,12,18,15,-1364.9429,wel_60492
13,12,18,15,-9.834178,wel_60492
14,12,18,15,-1487.4429,wel_60492
15,12,18,15,-5.748365,wel_60492
16,12,18,15,-2110.8113,wel_60492
17,12,18,15,-11.275433,wel_60492
18,12,18,15,-1559.21,wel_60492
2,12,18,17,-525.63995,wel_60493
3,12,18,17,-2.156908,wel_60493
4,12,18,17,-973.79956,wel_60493
6,12,18,17,-239.05731,wel_60493
8,12,18,17,-1552.4218,wel_60493
10,12,18,17,-2200.1736,wel_60493
12,12,18,17,-1523.2313,wel_60493
14,12,18,17,-646.555,wel_60493
16,12,18,17,-1093.8231,wel_60493
18,12,18,17,-1287.0013,wel_60493
2,12,18,18,-1627.4398,wel_60494
4,12,18,18,-1685.7505,wel_60494
6,12,18,18,-130.91232,wel_60494
8,12,18,18,-1820.9031,wel_60494
10,12,18,18,-1941.4437,wel_60494
12,12,18,18,-1923.5614,wel_60494
14,12,18,18,-416.3368200000001,wel_60494
16,12,18,18,-1513.6818,wel_60494
18,12,18,18,-1443.4668,wel_60494
2,12,18,20,-2096.631,wel_60495
3,12,18,20,-4.313816,wel_60495
4,12,18,20,-2176.9146,wel_60495
6,12,18,20,-759.2915,wel_60495
8,12,18,20,-1968.3909,wel_60495
10,12,18,20,-1968.9569,wel_60495
12,12,18,20,-2763.2554,wel_60495
14,12,18,20,-1250.7279,wel_60495
16,12,18,20,-1876.7604,wel_60495
18,12,18,20,-1505.936,wel_60495
2,12,18,21,-83.400444,wel_60496
3,12,18,21,-2.156908,wel_60496
8,12,18,21,-1230.2443,wel_60496
10,12,18,21,-1230.5981,wel_60496
12,12,18,21,-1763.9869,wel_60496
14,12,18,21,-880.2078,wel_60496
16,12,18,21,-1063.6525,wel_60496
18,12,18,21,-884.1908,wel_60496
2,12,18,23,-333.60178,wel_60497
3,12,18,23,-8.627632,wel_60497
4,12,18,23,-241.57368,wel_60497
6,12,18,23,-145.73508,wel_60497
8,12,18,23,-594.11224,wel_60497
9,12,18,23,-27.414623,wel_60497
10,12,18,23,-335.59912,wel_60497
11,12,18,23,-15.401210999999998,wel_60497
12,12,18,23,-319.68005,wel_60497
13,12,18,23,-14.751266500000002,wel_60497
14,12,18,23,-186.86234,wel_60497
15,12,18,23,-8.622547,wel_60497
16,12,18,23,-366.53098,wel_60497
17,12,18,23,-16.913149,wel_60497
18,12,18,23,-379.61646,wel_60497
2,12,18,25,-83.400444,wel_60498
3,12,18,25,-2.156908,wel_60498
4,12,18,25,-181.18028,wel_60498
6,12,18,25,-48.578358,wel_60498
8,12,18,25,-297.05612,wel_60498
9,12,18,25,-13.707312,wel_60498
10,12,18,25,-335.59912,wel_60498
11,12,18,25,-15.401210999999998,wel_60498
12,12,18,25,-213.12004,wel_60498
13,12,18,25,-9.834178,wel_60498
14,12,18,25,-186.86234,wel_60498
15,12,18,25,-8.622547,wel_60498
4,12,18,26,-60.39341999999999,wel_60499
6,12,18,26,-48.578358,wel_60499
12,12,18,26,-106.56002,wel_60499
13,12,18,26,-4.917089,wel_60499
14,12,18,26,-62.287445,wel_60499
15,12,18,26,-2.8741825,wel_60499
16,12,18,28,-122.177,wel_60500
17,12,18,28,-5.6377163,wel_60500
18,12,18,28,-126.538826,wel_60500
2,12,18,29,-85.30790999999998,wel_60501
4,12,18,29,-132.49042,wel_60501
6,12,18,29,-78.54739000000002,wel_60501
8,12,18,29,-246.04886,wel_60501
10,12,18,29,-246.11961,wel_60501
12,12,18,29,-254.25757,wel_60501
14,12,18,29,-131.71526,wel_60501
16,12,18,29,-130.66501,wel_60501
18,12,18,29,-195.80876,wel_60501
2,3,18,31,-417.0022,wel_60502
3,3,18,31,-10.78454,wel_60502
4,3,18,31,-301.96713,wel_60502
6,3,18,31,-194.31343,wel_60502
8,3,18,31,-1235.6367,wel_60502
9,3,18,31,-41.121933,wel_60502
10,3,18,31,-1400.5887,wel_60502
11,3,18,31,-46.203636,wel_60502
12,3,18,31,-670.7836,wel_60502
13,3,18,31,-9.834178,wel_60502
14,3,18,31,-735.3871,wel_60502
15,3,18,31,-22.99346,wel_60502
16,3,18,31,-252.14407000000003,wel_60502
18,3,18,31,-286.6591,wel_60502
2,0,17,2,-5136.9194,wel_60878
4,0,17,2,-10150.082,wel_60878
6,0,17,2,-3478.8528,wel_60878
8,0,17,2,-12808.99,wel_60878
10,0,17,2,-7067.0435,wel_60878
12,0,17,2,-9980.187,wel_60878
14,0,17,2,-5473.56,wel_60878
16,0,17,2,-5115.681,wel_60878
18,0,17,2,-4838.1,wel_60878
2,0,17,4,-10661.835,wel_60879
4,0,17,4,-5639.0615,wel_60879
6,0,17,4,-6254.194,wel_60879
8,0,17,4,-8656.999,wel_60879
10,0,17,4,-6070.196,wel_60879
12,0,17,4,-8134.5156,wel_60879
14,0,17,4,-3630.62,wel_60879
16,0,17,4,-5223.693,wel_60879
18,0,17,4,-1921.8661,wel_60879
2,0,17,5,-3117.1965,wel_60880
4,0,17,5,-6156.4090000000015,wel_60880
6,0,17,5,-2998.4614,wel_60880
8,0,17,5,-4281.25,wel_60880
10,0,17,5,-6019.401,wel_60880
12,0,17,5,-5941.7725,wel_60880
14,0,17,5,-3786.5364,wel_60880
16,0,17,5,-2957.5293,wel_60880
18,0,17,5,-4201.976,wel_60880
2,0,17,7,-4559.3335,wel_60881
4,0,17,7,-3624.71,wel_60881
6,0,17,7,-1839.6028,wel_60881
8,0,17,7,-7046.254,wel_60881
10,0,17,7,-4385.458,wel_60881
12,0,17,7,-6051.627,wel_60881
14,0,17,7,-2390.3484,wel_60881
16,0,17,7,-2801.5334,wel_60881
18,0,17,7,-4051.5671,wel_60881
2,0,17,8,-2561.2134,wel_60882
4,0,17,8,-5939.536,wel_60882
6,0,17,8,-7213.8384,wel_60882
8,0,17,8,-6929.8877,wel_60882
10,0,17,8,-11535.75,wel_60882
12,0,17,8,-5369.335,wel_60882
14,0,17,8,-3691.4937,wel_60882
16,0,17,8,-3061.6843,wel_60882
18,0,17,8,-3989.1272,wel_60882
2,3,17,10,-3850.7117,wel_60883
4,3,17,10,-2365.2534,wel_60883
6,3,17,10,-2444.0762,wel_60883
8,3,17,10,-2299.3813,wel_60883
10,3,17,10,-4323.879,wel_60883
12,3,17,10,-4741.709,wel_60883
14,3,17,10,-2359.598,wel_60883
16,3,17,10,-2688.4343,wel_60883
18,3,17,10,-2194.3752,wel_60883
2,3,17,12,-4588.8257,wel_60884
3,3,17,12,-2.156908,wel_60884
4,3,17,12,-2869.291,wel_60884
6,3,17,12,-2806.0774,wel_60884
8,3,17,12,-3986.133,wel_60884
10,3,17,12,-2953.4358,wel_60884
12,3,17,12,-6342.6753,wel_60884
14,3,17,12,-4971.9326,wel_60884
16,3,17,12,-2780.3787,wel_60884
18,3,17,12,-3202.8262,wel_60884
2,3,17,13,-683.6761,wel_60885
3,3,17,13,-8.627632,wel_60885
4,3,17,13,-731.09515,wel_60885
6,3,17,13,-302.8299,wel_60885
8,3,17,13,-1875.3636,wel_60885
9,3,17,13,-41.121933,wel_60885
10,3,17,13,-1593.0344,wel_60885
11,3,17,13,-25.668686,wel_60885
12,3,17,13,-1264.9614,wel_60885
14,3,17,13,-1025.4316,wel_60885
15,3,17,13,-17.245094,wel_60885
16,3,17,13,-1565.4757,wel_60885
17,3,17,13,-28.188581,wel_60885
18,3,17,13,-1010.09784,wel_60885
2,3,17,15,-1288.9799,wel_60886
3,3,17,15,-21.56908,wel_60886
4,3,17,15,-1217.6964,wel_60886
6,3,17,15,-643.2019,wel_60886
8,3,17,15,-3350.758,wel_60886
9,3,17,15,-34.26828,wel_60886
10,3,17,15,-2908.6614,wel_60886
11,3,17,15,-20.534948,wel_60886
12,3,17,15,-3466.9043,wel_60886
14,3,17,15,-1698.0177,wel_60886
15,3,17,15,-11.49673,wel_60886
16,3,17,15,-2064.966,wel_60886
17,3,17,15,-11.275433,wel_60886
18,3,17,15,-1899.6538,wel_60886
2,3,17,17,-1779.6167,wel_60887
3,3,17,17,-8.627632,wel_60887
4,3,17,17,-2365.5645,wel_60887
6,3,17,17,-1622.57,wel_60887
8,3,17,17,-3464.4275,wel_60887
9,3,17,17,-13.707312,wel_60887
10,3,17,17,-3310.3726,wel_60887
12,3,17,17,-3833.0833,wel_60887
14,3,17,17,-1797.0627,wel_60887
16,3,17,17,-2736.6401,wel_60887
17,3,17,17,-16.913149,wel_60887
18,3,17,17,-2864.758,wel_60887
2,12,17,18,-536.06396,wel_60888
4,12,17,18,-1088.4573,wel_60888
6,12,17,18,-288.0071,wel_60888
8,12,17,18,-1082.615,wel_60888
10,12,17,18,-2974.0278,wel_60888
12,12,17,18,-2393.7576,wel_60888
14,12,17,18,-679.7674,wel_60888
16,12,17,18,-1493.4482,wel_60888
18,12,17,18,-1536.3125,wel_60888
2,12,17,20,-643.2767299999998,wel_60889
4,12,17,20,-768.32275,wel_60889
6,12,17,20,-291.47015,wel_60889
8,12,17,20,-2017.6007,wel_60889
10,12,17,20,-2146.9019,wel_60889
12,12,17,20,-2577.6113,wel_60889
14,12,17,20,-1080.0652,wel_60889
16,12,17,20,-1713.6619,wel_60889
18,12,17,20,-1449.4542,wel_60889
2,12,17,21,-321.63837,wel_60890
4,12,17,21,-384.16138,wel_60890
6,12,17,21,-157.09479,wel_60890
8,12,17,21,-1033.4052,wel_60890
10,12,17,21,-1213.9119,wel_60890
12,12,17,21,-1205.8375,wel_60890
14,12,17,21,-676.3327,wel_60890
16,12,17,21,-1004.6068,wel_60890
18,12,17,21,-720.6997700000002,wel_60890
2,12,17,23,-548.02734,wel_60891
3,12,17,23,-8.627632,wel_60891
4,12,17,23,-627.64886,wel_60891
6,12,17,23,-347.62164,wel_60891
8,12,17,23,-1631.1125,wel_60891
9,12,17,23,-54.829247,wel_60891
10,12,17,23,-1756.4786,wel_60891
11,12,17,23,-46.203636,wel_60891
12,12,17,23,-1002.15155,wel_60891
13,12,17,23,-19.668356,wel_60891
14,12,17,23,-1058.6849,wel_60891
15,12,17,23,-28.741823,wel_60891
16,12,17,23,-873.8037,wel_60891
17,12,17,23,-22.550865,wel_60891
18,12,17,23,-1228.962,wel_60891
12,12,17,28,-1918.0802,wel_60894
13,12,17,28,-88.5076,wel_60894
4,12,17,29,-120.78683999999998,wel_60895
8,12,17,29,-594.11224,wel_60895
9,12,17,29,-27.414623,wel_60895
10,12,17,29,-447.46548,wel_60895
11,12,17,29,-20.534948,wel_60895
12,12,17,29,-1172.1602,wel_60895
13,12,17,29,-54.08798,wel_60895
14,12,17,29,-186.86234,wel_60895
15,12,17,29,-8.622547,wel_60895
16,12,17,29,-244.354,wel_60895
17,12,17,29,-11.275433,wel_60895
18,12,17,29,-126.538826,wel_60895
8,12,17,31,-148.52806,wel_60896
9,12,17,31,-6.853656,wel_60896
10,12,17,31,-335.59912,wel_60896
11,12,17,31,-15.401210999999998,wel_60896
12,12,17,31,-532.80005,wel_60896
13,12,17,31,-24.585445,wel_60896
14,12,17,31,-498.29956,wel_60896
15,12,17,31,-22.99346,wel_60896
2,0,15,2,-3959.9753,wel_61272
4,0,15,2,-8224.782,wel_61272
6,0,15,2,-3388.9216,wel_61272
8,0,15,2,-9489.221,wel_61272
10,0,15,2,-6571.7764,wel_61272
12,0,15,2,-8111.7363,wel_61272
14,0,15,2,-4144.7754,wel_61272
16,0,15,2,-4524.1064,wel_61272
18,0,15,2,-3365.3325,wel_61272
2,0,15,4,-5474.526,wel_61273
4,0,15,4,-9647.871,wel_61273
6,0,15,4,-5022.4795,wel_61273
8,0,15,4,-5829.326999999998,wel_61273
10,0,15,4,-11423.998,wel_61273
12,0,15,4,-5735.201999999998,wel_61273
14,0,15,4,-3075.1665,wel_61273
16,0,15,4,-4408.3843,wel_61273
18,0,15,4,-4256.669,wel_61273
2,0,15,5,-6316.844,wel_61274
4,0,15,5,-6986.2363,wel_61274
6,0,15,5,-2647.844,wel_61274
8,0,15,5,-8558.303,wel_61274
10,0,15,5,-7651.674,wel_61274
12,0,15,5,-5535.2075,wel_61274
14,0,15,5,-2967.044000000001,wel_61274
16,0,15,5,-3435.1587,wel_61274
18,0,15,5,-3711.3396,wel_61274
2,0,15,7,-4402.743,wel_61275
4,0,15,7,-11366.477,wel_61275
6,0,15,7,-2232.3398,wel_61275
8,0,15,7,-8066.3409999999985,wel_61275
10,0,15,7,-5728.6567,wel_61275
12,0,15,7,-9423.013,wel_61275
14,0,15,7,-6866.155,wel_61275
16,0,15,7,-2962.644,wel_61275
18,0,15,7,-3978.0574,wel_61275
2,3,15,8,-4444.903,wel_61276
4,3,15,8,-5907.783,wel_61276
6,3,15,8,-8726.7295,wel_61276
8,3,15,8,-6594.3926,wel_61276
10,3,15,8,-12976.178999999998,wel_61276
12,3,15,8,-6923.3066,wel_61276
14,3,15,8,-2522.0637,wel_61276
16,3,15,8,-5198.1636,wel_61276
18,3,15,8,-3219.9377,wel_61276
2,3,15,10,-1706.1582,wel_61277
4,3,15,10,-5081.465,wel_61277
6,3,15,10,-1492.4006,wel_61277
8,3,15,10,-2214.44,wel_61277
10,3,15,10,-2217.341,wel_61277
12,3,15,10,-5101.866,wel_61277
14,3,15,10,-1157.3771,wel_61277
16,3,15,10,-1626.2009,wel_61277
18,3,15,10,-1532.2004,wel_61277
2,12,15,12,-625.5914,wel_61278
4,12,15,12,-1258.5575,wel_61278
6,12,15,12,-602.1967,wel_61278
8,12,15,12,-2362.069,wel_61278
10,12,15,12,-2770.1267,wel_61278
12,12,15,12,-2593.4272,wel_61278
14,12,15,12,-1289.0923,wel_61278
16,12,15,12,-2067.1072,wel_61278
18,12,15,12,-1913.7124,wel_61278
2,3,15,13,-1084.2057,wel_61279
3,3,15,13,-28.039803000000006,wel_61279
4,3,15,13,-483.14737,wel_61279
6,3,15,13,-653.8906,wel_61279
8,3,15,13,-2422.9626,wel_61279
9,3,15,13,-89.09753,wel_61279
10,3,15,13,-2040.5891,wel_61279
11,3,15,13,-61.604843,wel_61279
12,3,15,13,-1187.2910000000004,wel_61279
13,3,15,13,-29.502533000000003,wel_61279
14,3,15,13,-1720.1696,wel_61279
15,3,15,13,-51.735283,wel_61279
16,3,15,13,-1806.3693,wel_61279
17,3,15,13,-67.652596,wel_61279
18,3,15,13,-1674.1907,wel_61279
2,3,15,15,-5254.2275,wel_61280
3,3,15,15,-135.88521,wel_61280
4,3,15,15,-3753.573,wel_61280
6,3,15,15,-2111.2415,wel_61280
8,3,15,15,-8662.938,wel_61280
9,3,15,15,-390.65836,wel_61280
10,3,15,15,-5280.106,wel_61280
11,3,15,15,-231.01816,wel_61280
12,3,15,15,-4374.0977,wel_61280
13,3,15,15,-186.84938,wel_61280
14,3,15,15,-4269.03,wel_61280
15,3,15,15,-189.69603,wel_61280
16,3,15,15,-5889.9316,wel_61280
17,3,15,15,-264.9727,wel_61280
18,3,15,15,-5275.1787,wel_61280
2,12,15,17,-561.08954,wel_61281
3,12,15,17,-8.627632,wel_61281
4,12,15,17,-493.958,wel_61281
6,12,15,17,-452.3515,wel_61281
8,12,15,17,-2613.5103,wel_61281
9,12,15,17,-41.121933,wel_61281
10,12,15,17,-2424.3086,wel_61281
11,12,15,17,-30.802422,wel_61281
12,12,15,17,-2101.1768,wel_61281
13,12,15,17,-19.668356,wel_61281
14,12,15,17,-1180.7579,wel_61281
15,12,15,17,-14.370912,wel_61281
16,12,15,17,-2028.542,wel_61281
17,12,15,17,-33.826298,wel_61281
18,12,15,17,-1833.8605,wel_61281
2,12,15,18,-398.10355,wel_61282
4,12,15,18,-960.4035,wel_61282
6,12,15,18,-392.73697,wel_61282
8,12,15,18,-2768.911,wel_61282
10,12,15,18,-2789.0774,wel_61282
12,12,15,18,-2550.8481,wel_61282
14,12,15,18,-1343.4957,wel_61282
16,12,15,18,-1678.8016,wel_61282
18,12,15,18,-1831.0159,wel_61282
2,12,15,20,-2050.1055,wel_61283
4,12,15,20,-2945.2375,wel_61283
6,12,15,20,-1764.2908,wel_61283
8,12,15,20,-4478.0894,wel_61283
10,12,15,20,-5457.6567,wel_61283
12,12,15,20,-4507.145,wel_61283
14,12,15,20,-2370.875,wel_61283
16,12,15,20,-3593.5105,wel_61283
18,12,15,20,-3340.9546,wel_61283
2,3,15,21,-1904.6599,wel_61284
4,3,15,21,-2304.9683,wel_61284
6,3,15,21,-1345.6948,wel_61284
8,3,15,21,-4379.6694,wel_61284
10,3,15,21,-4977.5747,wel_61284
12,3,15,21,-4987.34,wel_61284
14,3,15,21,-3506.2209999999995,wel_61284
16,3,15,21,-3512.5098,wel_61284
18,3,15,21,-3096.768,wel_61284
2,12,15,23,-328.16946,wel_61285
4,12,15,23,-512.2152,wel_61285
6,12,15,23,-235.6422,wel_61285
8,12,15,23,-492.9965,wel_61285
9,12,15,23,-6.853656,wel_61285
10,12,15,23,-447.54425,wel_61285
12,12,15,23,-415.0845,wel_61285
14,12,15,23,-210.74443,wel_61285
16,12,15,23,-211.66537,wel_61285
18,12,15,23,-240.23326,wel_61285
4,12,15,25,-120.78683999999998,wel_61286
6,12,15,25,-97.156715,wel_61286
8,12,15,25,-543.105,wel_61286
9,12,15,25,-13.707312,wel_61286
10,12,15,25,-469.85236,wel_61286
11,12,15,25,-10.267474,wel_61286
12,12,15,25,-573.93756,wel_61286
13,12,15,25,-14.751266500000002,wel_61286
14,12,15,25,-256.29016,wel_61286
15,12,15,25,-5.748365,wel_61286
16,12,15,25,-403.26407,wel_61286
17,12,15,25,-11.275433,wel_61286
18,12,15,25,-424.67285,wel_61286
4,12,15,26,-264.98083,wel_61287
6,12,15,26,-157.09479,wel_61287
8,12,15,26,-393.67813,wel_61287
10,12,15,26,-393.7914,wel_61287
12,12,15,26,-406.81207,wel_61287
14,12,15,26,-210.74443,wel_61287
16,12,15,26,-248.60715,wel_61287
18,12,15,26,-274.55228,wel_61287
4,12,15,28,-120.78683999999998,wel_61288
8,12,15,28,-148.52806,wel_61288
9,12,15,28,-6.853656,wel_61288
12,12,15,28,-852.48016,wel_61288
13,12,15,28,-39.33671,wel_61288
10,12,15,29,-111.86637,wel_61289
11,12,15,29,-5.133737,wel_61289
14,12,15,31,-62.287445,wel_61290
15,12,15,31,-2.8741825,wel_61290
18,12,15,31,-253.07765,wel_61290
2,0,14,2,-6772.5757,wel_61666
3,0,14,2,-2.156908,wel_61666
4,0,14,2,-5702.1597,wel_61666
6,0,14,2,-6077.746999999999,wel_61666
8,0,14,2,-5824.982,wel_61666
10,0,14,2,-7424.2363,wel_61666
12,0,14,2,-4483.623,wel_61666
14,0,14,2,-5263.5854,wel_61666
16,0,14,2,-2456.5962,wel_61666
18,0,14,2,-3598.5557,wel_61666
2,0,14,4,-6761.0605,wel_61667
4,0,14,4,-5570.917,wel_61667
6,0,14,4,-4406.623,wel_61667
8,0,14,4,-8988.009,wel_61667
10,0,14,4,-7783.9463,wel_61667
12,0,14,4,-7707.5776,wel_61667
14,0,14,4,-5836.1274,wel_61667
16,0,14,4,-4654.6436,wel_61667
18,0,14,4,-4495.87,wel_61667
2,0,14,5,-6888.5283,wel_61668
4,0,14,5,-4376.4175,wel_61668
6,0,14,5,-4369.0566,wel_61668
8,0,14,5,-8938.843,wel_61668
10,0,14,5,-3494.899000000001,wel_61668
12,0,14,5,-3590.6572,wel_61668
14,0,14,5,-3979.8987,wel_61668
16,0,14,5,-3523.8247,wel_61668
18,0,14,5,-3797.2761,wel_61668
2,0,14,7,-4607.397,wel_61669
4,0,14,7,-6004.9536,wel_61669
6,0,14,7,-1668.1046,wel_61669
8,0,14,7,-7301.416999999998,wel_61669
10,0,14,7,-6371.8516,wel_61669
12,0,14,7,-7192.4883,wel_61669
14,0,14,7,-4194.8477,wel_61669
16,0,14,7,-3132.2998,wel_61669
18,0,14,7,-3137.2092,wel_61669
2,3,14,8,-3535.6482,wel_61670
4,3,14,8,-3218.1620000000007,wel_61670
6,3,14,8,-4023.3887,wel_61670
8,3,14,8,-2608.1182,wel_61670
10,3,14,8,-6578.0884,wel_61670
12,3,14,8,-4763.639,wel_61670
14,3,14,8,-1672.2167,wel_61670
16,3,14,8,-2708.9658,wel_61670
18,3,14,8,-2495.196,wel_61670
2,3,14,10,-1342.6205,wel_61671
4,3,14,10,-2535.0598,wel_61671
6,3,14,10,-1338.1816,wel_61671
8,3,14,10,-5643.3545,wel_61671
10,3,14,10,-4507.0034,wel_61671
12,3,14,10,-3830.4084,wel_61671
14,3,14,10,-3590.7761,wel_61671
16,3,14,10,-3338.7864,wel_61671
18,3,14,10,-2553.717,wel_61671
2,3,14,12,-344.8118,wel_61672
4,3,14,12,-564.2721,wel_61672
6,3,14,12,-368.67545,wel_61672
8,3,14,12,-3822.52,wel_61672
10,3,14,12,-3472.5935,wel_61672
12,3,14,12,-3342.3018,wel_61672
14,3,14,12,-3377.4429,wel_61672
16,3,14,12,-2138.5771,wel_61672
18,3,14,12,-2214.5784,wel_61672
2,5,14,13,-426.53955,wel_61673
4,5,14,13,-662.452,wel_61673
6,5,14,13,-392.73697,wel_61673
8,5,14,13,-3087.5593,wel_61673
10,5,14,13,-2838.5984,wel_61673
12,5,14,13,-2934.7888,wel_61673
14,5,14,13,-1538.784,wel_61673
16,5,14,13,-2017.1128,wel_61673
18,5,14,13,-1994.5068,wel_61673
2,3,14,15,-1039.6296,wel_61674
3,3,14,15,-8.627632,wel_61674
4,3,14,15,-1247.5674,wel_61674
6,3,14,15,-777.90076,wel_61674
8,3,14,15,-6949.6123,wel_61674
9,3,14,15,-13.707312,wel_61674
10,3,14,15,-4440.4727,wel_61674
11,3,14,15,-5.133737,wel_61674
12,3,14,15,-4183.206,wel_61674
14,3,14,15,-2231.0007,wel_61674
15,3,14,15,-5.748365,wel_61674
16,3,14,15,-4032.6099,wel_61674
17,3,14,15,-11.275433,wel_61674
18,3,14,15,-2876.0645,wel_61674
2,12,14,17,-299.7335,wel_61675
4,12,14,17,-388.59802,wel_61675
6,12,14,17,-205.67316,wel_61675
8,12,14,17,-1449.3373,wel_61675
10,12,14,17,-1832.6075,wel_61675
12,12,14,17,-1522.3823,wel_61675
14,12,14,17,-943.198,wel_61675
16,12,14,17,-1091.0787,wel_61675
18,12,14,17,-1162.7952,wel_61675
2,12,14,18,-485.72314000000006,wel_61676
4,12,14,18,-600.54205,wel_61676
6,12,14,18,-261.82465,wel_61676
8,12,14,18,-3073.2595,wel_61676
10,12,14,18,-3206.3484,wel_61676
12,12,14,18,-3310.4575,wel_61676
14,12,14,18,-1949.9689,wel_61676
16,12,14,18,-2156.7896,wel_61676
18,12,14,18,-2359.86,wel_61676
2,12,14,20,-1131.7161,wel_61677
3,12,14,20,-4.313816,wel_61677
4,12,14,20,-1280.538,wel_61677
6,12,14,20,-519.8627299999998,wel_61677
8,12,14,20,-2312.8591,wel_61677
10,12,14,20,-2312.378,wel_61677
12,12,14,20,-2531.14,wel_61677
14,12,14,20,-1855.4835,wel_61677
16,12,14,20,-1708.1726,wel_61677
18,12,14,20,-1843.073,wel_61677
2,3,14,21,-1543.286,wel_61678
3,3,14,21,-6.470724,wel_61678
4,3,14,21,-1909.9067,wel_61678
6,3,14,21,-1233.3918,wel_61678
8,3,14,21,-2513.2932,wel_61678
9,3,14,21,-27.414623,wel_61678
10,3,14,21,-2455.939,wel_61678
11,3,14,21,-25.668686,wel_61678
12,3,14,21,-2129.091,wel_61678
13,3,14,21,-14.751266500000002,wel_61678
14,3,14,21,-1533.3566,wel_61678
15,3,14,21,-14.370912,wel_61678
16,3,14,21,-1812.9846,wel_61678
17,3,14,21,-28.188581,wel_61678
18,3,14,21,-1971.719,wel_61678
2,12,14,23,-296.46793,wel_61679
4,12,14,23,-364.29797,wel_61679
6,12,14,23,-157.09479,wel_61679
8,12,14,23,-542.2062400000002,wel_61679
9,12,14,23,-6.853656,wel_61679
10,12,14,23,-505.65778,wel_61679
11,12,14,23,-5.133737,wel_61679
12,12,14,23,-457.66364,wel_61679
14,12,14,23,-273.0319,wel_61679
15,12,14,23,-2.8741825,wel_61679
16,12,14,23,-254.25616,wel_61679
18,12,14,23,-274.55228,wel_61679
4,12,14,25,-362.36057,wel_61680
6,12,14,25,-291.47015,wel_61680
8,12,14,25,-1485.2806,wel_61680
9,12,14,25,-68.53656,wel_61680
10,12,14,25,-1006.79736,wel_61680
11,12,14,25,-46.203636,wel_61680
12,12,14,25,-1065.6001,wel_61680
