per,k,i,j,q,boundname
10,0,26,7,-4111.3296,wel_58517
12,0,26,7,-4443.789000000002,wel_58517
14,0,26,7,-2339.3796,wel_58517
16,0,26,7,-3717.1812,wel_58517
18,0,26,7,-3279.5005,wel_58517
2,0,26,8,-5658.758000000002,wel_58518
4,0,26,8,-10986.586,wel_58518
6,0,26,8,-10660.816,wel_58518
8,0,26,8,-7158.7935,wel_58518
10,0,26,8,-7912.2007,wel_58518
12,0,26,8,-7124.7744,wel_58518
14,0,26,8,-8347.893,wel_58518
16,0,26,8,-4066.1782,wel_58518
18,0,26,8,-4031.9658,wel_58518
2,0,26,10,-1831.1414,wel_58519
4,0,26,10,-5134.166,wel_58519
6,0,26,10,-3812.634,wel_58519
8,0,26,10,-3013.7793,wel_58519
10,0,26,10,-3521.2092,wel_58519
12,0,26,10,-3229.4885,wel_58519
14,0,26,10,-1864.5386,wel_58519
16,0,26,10,-3496.3743,wel_58519
18,0,26,10,-2697.5576,wel_58519
2,0,26,12,-1142.2775,wel_58520
4,0,26,12,-2188.0642,wel_58520
6,0,26,12,-1237.1426,wel_58520
8,0,26,12,-2711.246,wel_58520
10,0,26,12,-3141.3015,wel_58520
12,0,26,12,-2966.725,wel_58520
14,0,26,12,-1920.1411,wel_58520
16,0,26,12,-2059.079,wel_58520
18,0,26,12,-2927.5959999999995,wel_58520
2,0,26,13,-833.0947,wel_58521
4,0,26,13,-1272.9614,wel_58521
6,0,26,13,-807.8699,wel_58521
8,0,26,13,-664.5462,wel_58521
10,0,26,13,-595.86707,wel_58521
12,0,26,13,-763.84125,wel_58521
14,0,26,13,-353.07565,wel_58521
16,0,26,13,-402.22336,wel_58521
18,0,26,13,-670.22186,wel_58521
2,12,26,15,-163.95435,wel_58522
4,12,26,15,-304.70767,wel_58522
6,12,26,15,-157.09479,wel_58522
8,12,26,15,-1448.5443,wel_58522
9,12,26,15,-27.414623,wel_58522
10,12,26,15,-1213.833,wel_58522
11,12,26,15,-20.534948,wel_58522
12,12,26,15,-1184.1558,wel_58522
13,12,26,15,-14.751266500000002,wel_58522
14,12,26,15,-540.9117,wel_58522
15,12,26,15,-5.748365,wel_58522
16,12,26,15,-873.62915,wel_58522
17,12,26,15,-22.550865,wel_58522
18,12,26,15,-1107.739,wel_58522
2,3,26,17,-822.7356599999998,wel_58523
3,3,26,17,-2.156908,wel_58523
4,3,26,17,-1589.6824,wel_58523
6,3,26,17,-706.9266,wel_58523
8,3,26,17,-3525.193,wel_58523
9,3,26,17,-6.853656,wel_58523
10,3,26,17,-2962.4934,wel_58523
12,3,26,17,-3548.8992,wel_58523
14,3,26,17,-1673.9341,wel_58523
16,3,26,17,-1738.138,wel_58523
18,3,26,17,-2263.3552,wel_58523
2,12,26,18,-474.84253,wel_58524
3,12,26,18,-2.156908,wel_58524
4,12,26,18,-752.8960000000002,wel_58524
6,12,26,18,-366.5545,wel_58524
8,12,26,18,-1338.0828,wel_58524
10,12,26,18,-1232.8625,wel_58524
12,12,26,18,-1378.1,wel_58524
14,12,26,18,-791.3063,wel_58524
15,12,26,18,-2.8741825,wel_58524
16,12,26,18,-833.581,wel_58524
18,12,26,18,-934.6687,wel_58524
2,3,26,20,-234.03185,wel_58525
3,3,26,20,-2.156908,wel_58525
4,3,26,20,-428.32486,wel_58525
6,3,26,20,-183.27725,wel_58525
8,3,26,20,-787.3562599999998,wel_58525
10,3,26,20,-714.87915,wel_58525
12,3,26,20,-782.48065,wel_58525
14,3,26,20,-421.48886,wel_58525
16,3,26,20,-508.69522,wel_58525
18,3,26,20,-526.89233,wel_58525
8,10,26,21,-201.22696,wel_58526
10,10,26,21,-224.90436,wel_58526
12,10,26,21,-203.40604,wel_58526
14,10,26,21,-105.372215,wel_58526
16,10,26,21,-95.34606,wel_58526
18,10,26,21,-102.957115,wel_58526
2,12,26,23,-190.61324,wel_58527
3,12,26,23,-2.156908,wel_58527
4,12,26,23,-128.0538,wel_58527
8,12,26,23,-2182.7812,wel_58527
10,12,26,23,-2327.1113,wel_58527
12,12,26,23,-2155.4717,wel_58527
14,12,26,23,-1104.6909,wel_58527
16,12,26,23,-1094.9043,wel_58527
18,12,26,23,-1499.932,wel_58527
2,12,26,25,-2361.9377,wel_58528
3,12,26,25,-2.156908,wel_58528
4,12,26,25,-3079.1182,wel_58528
6,12,26,25,-2235.012,wel_58528
8,12,26,25,-3426.8796,wel_58528
10,12,26,25,-4569.998,wel_58528
12,12,26,25,-3153.643,wel_58528
14,12,26,25,-3199.0396,wel_58528
16,12,26,25,-1884.8109,wel_58528
18,12,26,25,-1853.2279,wel_58528
2,3,26,26,-1990.5181,wel_58529
4,3,26,26,-5358.248000000001,wel_58529
6,3,26,26,-1832.7727,wel_58529
8,3,26,26,-6312.5933,wel_58529
10,3,26,26,-3569.867,wel_58529
12,3,26,26,-6169.7476,wel_58529
14,3,26,26,-1923.043,wel_58529
16,3,26,26,-3196.0876,wel_58529
18,3,26,26,-2505.2898,wel_58529
2,3,26,28,-679.19775,wel_58530
4,3,26,28,-1198.9674,wel_58530
6,3,26,28,-721.7254,wel_58530
8,3,26,28,-2447.295,wel_58530
10,3,26,28,-1710.977,wel_58530
12,3,26,28,-2682.9302,wel_58530
14,3,26,28,-892.2291,wel_58530
16,3,26,28,-1518.4927,wel_58530
18,3,26,28,-1104.2626,wel_58530
2,3,26,29,-1186.6808,wel_58531
3,3,26,29,-8.627632,wel_58531
4,3,26,29,-1622.3448,wel_58531
6,3,26,29,-991.1471,wel_58531
8,3,26,29,-2954.3838,wel_58531
9,3,26,29,-13.707312,wel_58531
10,3,26,29,-3033.9465,wel_58531
11,3,26,29,-30.802422,wel_58531
12,3,26,29,-2394.878,wel_58531
13,3,26,29,-4.917089,wel_58531
14,3,26,29,-1710.0801,wel_58531
15,3,26,29,-22.99346,wel_58531
16,3,26,29,-1585.5747,wel_58531
17,3,26,29,-5.6377163,wel_58531
18,3,26,29,-1814.2249,wel_58531
4,12,26,31,-281.2108,wel_58532
6,12,26,31,-130.91232,wel_58532
8,12,26,31,-1293.8195,wel_58532
9,12,26,31,-41.121933,wel_58532
10,12,26,31,-371.40454,wel_58532
11,12,26,31,-10.267474,wel_58532
12,12,26,31,-50.85151,wel_58532
14,12,26,31,-26.343054,wel_58532
16,12,26,31,-190.69212,wel_58532
18,12,26,31,-40.372437,wel_58532
2,0,25,2,-1180.2852,wel_58908
4,0,25,2,-1305.9393,wel_58908
6,0,25,2,-4392.9624,wel_58908
8,0,25,2,-6804.8325,wel_58908
10,0,25,2,-6769.4077,wel_58908
12,0,25,2,-3789.7117,wel_58908
14,0,25,2,-6298.3667,wel_58908
16,0,25,2,-2685.0354,wel_58908
18,0,25,2,-4641.2686,wel_58908
2,0,25,4,-1862.7484,wel_58909
4,0,25,4,-1916.5732,wel_58909
