#k i j head boundname
4 4 1 312.408 perimeter-heads
4 5 1 312.178 perimeter-heads
4 6 1 311.965 perimeter-heads
4 7 1 311.746 perimeter-heads
4 8 1 311.495 perimeter-heads
4 9 1 311.22 perimeter-heads
4 10 1 310.955 perimeter-heads
4 11 1 310.698 perimeter-heads
4 12 1 310.412 perimeter-heads
4 13 1 310.097 perimeter-heads
4 14 1 309.76 perimeter-heads
4 15 1 309.398 perimeter-heads
4 25 13 295.63 perimeter-heads
4 25 14 294.643 perimeter-heads
4 25 15 293.731 perimeter-heads
4 25 16 292.811 perimeter-heads
4 25 17 291.866 perimeter-heads
4 25 18 290.757 perimeter-heads
4 25 19 289.31 perimeter-heads
4 25 20 288.752 perimeter-heads
4 25 21 288.155 perimeter-heads
4 25 22 287.672 perimeter-heads
4 25 23 287.146 perimeter-heads
4 25 24 286.741 perimeter-heads
4 1 2 312.84 perimeter-heads
4 1 3 312.558 perimeter-heads
4 1 4 312.238 perimeter-heads
4 1 5 311.896 perimeter-heads
4 1 6 311.544 perimeter-heads
4 1 7 311.155 perimeter-heads
4 1 8 310.721 perimeter-heads
4 1 9 310.196 perimeter-heads
4 1 10 309.621 perimeter-heads
4 1 11 309.047 perimeter-heads
4 1 12 308.439 perimeter-heads
4 1 13 307.754 perimeter-heads
4 1 14 306.928 perimeter-heads
4 1 15 306.053 perimeter-heads
4 1 16 305.164 perimeter-heads
4 1 17 304.28 perimeter-heads
4 1 18 303.35 perimeter-heads
4 1 19 302.44 perimeter-heads
4 1 20 301.692 perimeter-heads
4 1 21 300.984 perimeter-heads
4 1 22 300.273 perimeter-heads
4 1 23 299.6 perimeter-heads
4 1 24 298.918 perimeter-heads
5 1 25 298.226 perimeter-heads
5 2 25 297.561 perimeter-heads
5 3 25 296.868 perimeter-heads
5 4 25 296.184 perimeter-heads
5 5 25 295.497 perimeter-heads
5 6 25 294.765 perimeter-heads
5 7 25 293.958 perimeter-heads
5 8 25 293.096 perimeter-heads
5 9 25 292.253 perimeter-heads
5 10 25 291.547 perimeter-heads
5 11 25 290.957 perimeter-heads
5 12 25 290.501 perimeter-heads
5 13 25 290.212 perimeter-heads
5 14 25 289.979 perimeter-heads
5 15 25 289.745 perimeter-heads
5 16 25 289.496 perimeter-heads
5 17 25 289.236 perimeter-heads
5 18 25 288.962 perimeter-heads
5 19 25 288.682 perimeter-heads
5 20 25 288.378 perimeter-heads
5 21 25 288.037 perimeter-heads
5 22 25 287.667 perimeter-heads
5 23 25 287.266 perimeter-heads
5 24 25 286.848 perimeter-heads
5 25 25 286.445 perimeter-heads
5 1 1 313.292 perimeter-heads
5 2 1 313.024 perimeter-heads
5 3 1 312.74 perimeter-heads
5 4 1 312.476 perimeter-heads
5 5 1 312.229 perimeter-heads
5 6 1 311.976 perimeter-heads
5 7 1 311.715 perimeter-heads
5 8 1 311.441 perimeter-heads
5 9 1 311.155 perimeter-heads
5 10 1 310.864 perimeter-heads
5 11 1 310.569 perimeter-heads
5 12 1 310.267 perimeter-heads
5 13 1 309.955 perimeter-heads
5 14 1 309.63 perimeter-heads
5 15 1 309.292 perimeter-heads
5 16 1 308.949 perimeter-heads
5 17 1 308.608 perimeter-heads
5 18 1 308.259 perimeter-heads
5 19 1 307.9 perimeter-heads
5 20 1 307.519 perimeter-heads
5 21 1 307.122 perimeter-heads
5 22 1 306.705 perimeter-heads
5 23 1 306.271 perimeter-heads
5 24 1 305.816 perimeter-heads
5 25 1 305.347 perimeter-heads
5 25 2 304.75 perimeter-heads
5 25 3 304.122 perimeter-heads
5 25 4 303.463 perimeter-heads
5 25 5 302.763 perimeter-heads
5 25 6 302.016 perimeter-heads
5 25 7 301.197 perimeter-heads
5 25 8 300.313 perimeter-heads
5 25 9 299.433 perimeter-heads
5 25 10 298.525 perimeter-heads
5 25 11 297.583 perimeter-heads
5 25 12 296.639 perimeter-heads
5 25 13 295.697 perimeter-heads
5 25 14 294.735 perimeter-heads
5 25 15 293.77 perimeter-heads
5 25 16 292.802 perimeter-heads
5 25 17 291.847 perimeter-heads
5 25 18 290.927 perimeter-heads
5 25 19 290.05 perimeter-heads
5 25 20 289.385 perimeter-heads
5 25 21 288.745 perimeter-heads
5 25 22 288.133 perimeter-heads
5 25 23 287.537 perimeter-heads
5 25 24 286.983 perimeter-heads
5 1 2 312.911 perimeter-heads
5 1 3 312.575 perimeter-heads
5 1 4 312.239 perimeter-heads
5 1 5 311.883 perimeter-heads
5 1 6 311.498 perimeter-heads
5 1 7 311.079 perimeter-heads
5 1 8 310.614 perimeter-heads
5 1 9 310.101 perimeter-heads
5 1 10 309.542 perimeter-heads
5 1 11 308.947 perimeter-heads
5 1 12 308.307 perimeter-heads
5 1 13 307.605 perimeter-heads
5 1 14 306.831 perimeter-heads
5 1 15 306.011 perimeter-heads
5 1 16 305.162 perimeter-heads
5 1 17 304.287 perimeter-heads
5 1 18 303.402 perimeter-heads
5 1 19 302.541 perimeter-heads
5 1 20 301.753 perimeter-heads
5 1 21 301.012 perimeter-heads
5 1 22 300.295 perimeter-heads
5 1 23 299.599 perimeter-heads
5 1 24 298.911 perimeter-heads
