#k i j head boundname
3 8 1 311.396 perimeter-heads
3 25 18 290.688 perimeter-heads
3 25 19 289.263 perimeter-heads
3 25 20 288.676 perimeter-heads
3 25 21 288.068 perimeter-heads
3 25 22 287.59 perimeter-heads
3 25 23 287.057 perimeter-heads
3 25 24 286.614 perimeter-heads
3 1 2 312.776 perimeter-heads
3 1 3 312.477 perimeter-heads
3 1 4 312.162 perimeter-heads
3 1 5 311.816 perimeter-heads
3 1 6 311.483 perimeter-heads
3 1 7 311.092 perimeter-heads
3 1 8 310.656 perimeter-heads
3 1 9 310.135 perimeter-heads
3 1 10 309.568 perimeter-heads
3 1 11 308.99 perimeter-heads
3 1 12 308.378 perimeter-heads
3 1 13 307.683 perimeter-heads
3 1 14 306.849 perimeter-heads
3 1 15 305.98 perimeter-heads
3 1 16 305.087 perimeter-heads
3 1 17 304.196 perimeter-heads
3 1 18 303.252 perimeter-heads
3 1 19 302.271 perimeter-heads
3 1 20 301.53 perimeter-heads
3 1 21 300.818 perimeter-heads
3 1 22 300.099 perimeter-heads
3 1 23 299.443 perimeter-heads
3 1 24 298.756 perimeter-heads
4 1 25 298.092 perimeter-heads
4 2 25 297.422 perimeter-heads
4 3 25 296.686 perimeter-heads
4 4 25 296.033 perimeter-heads
4 5 25 295.415 perimeter-heads
4 6 25 294.75 perimeter-heads
4 7 25 293.936 perimeter-heads
4 8 25 292.997 perimeter-heads
4 9 25 292.155 perimeter-heads
4 10 25 291.406 perimeter-heads
4 11 25 290.766 perimeter-heads
4 12 25 290.32 perimeter-heads
4 13 25 290.086 perimeter-heads
4 14 25 289.874 perimeter-heads
4 15 25 289.645 perimeter-heads
4 16 25 289.398 perimeter-heads
4 17 25 289.118 perimeter-heads
4 18 25 288.818 perimeter-heads
4 19 25 288.548 perimeter-heads
4 20 25 288.276 perimeter-heads
4 21 25 287.917 perimeter-heads
4 22 25 287.551 perimeter-heads
4 23 25 287.132 perimeter-heads
4 24 25 286.645 perimeter-heads
4 25 25 286.162 perimeter-heads
4 1 1 313.216 perimeter-heads
4 2 1 312.914 perimeter-heads
4 3 1 312.482 perimeter-heads
4 4 1 312.321 perimeter-heads
4 5 1 312.092 perimeter-heads
4 6 1 311.878 perimeter-heads
4 7 1 311.651 perimeter-heads
4 8 1 311.384 perimeter-heads
4 9 1 311.082 perimeter-heads
4 10 1 310.797 perimeter-heads
4 11 1 310.541 perimeter-heads
4 12 1 310.256 perimeter-heads
4 13 1 309.926 perimeter-heads
4 14 1 309.571 perimeter-heads
4 15 1 309.165 perimeter-heads
4 25 13 295.528 perimeter-heads
4 25 14 294.546 perimeter-heads
4 25 15 293.636 perimeter-heads
4 25 16 292.717 perimeter-heads
4 25 17 291.791 perimeter-heads
4 25 18 290.686 perimeter-heads
4 25 19 289.263 perimeter-heads
4 25 20 288.684 perimeter-heads
4 25 21 288.08 perimeter-heads
4 25 22 287.602 perimeter-heads
4 25 23 287.072 perimeter-heads
4 25 24 286.634 perimeter-heads
4 1 2 312.737 perimeter-heads
4 1 3 312.463 perimeter-heads
4 1 4 312.148 perimeter-heads
4 1 5 311.809 perimeter-heads
4 1 6 311.466 perimeter-heads
4 1 7 311.079 perimeter-heads
4 1 8 310.647 perimeter-heads
4 1 9 310.125 perimeter-heads
4 1 10 309.551 perimeter-heads
4 1 11 308.977 perimeter-heads
4 1 12 308.366 perimeter-heads
4 1 13 307.677 perimeter-heads
4 1 14 306.844 perimeter-heads
4 1 15 305.969 perimeter-heads
4 1 16 305.078 perimeter-heads
4 1 17 304.191 perimeter-heads
4 1 18 303.253 perimeter-heads
4 1 19 302.314 perimeter-heads
4 1 20 301.548 perimeter-heads
4 1 21 300.825 perimeter-heads
4 1 22 300.106 perimeter-heads
4 1 23 299.433 perimeter-heads
4 1 24 298.754 perimeter-heads
5 1 25 298.067 perimeter-heads
5 2 25 297.402 perimeter-heads
5 3 25 296.714 perimeter-heads
5 4 25 296.041 perimeter-heads
5 5 25 295.372 perimeter-heads
5 6 25 294.664 perimeter-heads
5 7 25 293.892 perimeter-heads
5 8 25 293.074 perimeter-heads
5 9 25 292.275 perimeter-heads
5 10 25 291.549 perimeter-heads
5 11 25 290.933 perimeter-heads
5 12 25 290.459 perimeter-heads
5 13 25 290.154 perimeter-heads
5 14 25 289.907 perimeter-heads
5 15 25 289.661 perimeter-heads
5 16 25 289.402 perimeter-heads
5 17 25 289.137 perimeter-heads
5 18 25 288.861 perimeter-heads
5 19 25 288.579 perimeter-heads
5 20 25 288.273 perimeter-heads
5 21 25 287.925 perimeter-heads
5 22 25 287.551 perimeter-heads
5 23 25 287.147 perimeter-heads
5 24 25 286.728 perimeter-heads
5 25 25 286.328 perimeter-heads
5 1 1 313.205 perimeter-heads
5 2 1 312.937 perimeter-heads
5 3 1 312.653 perimeter-heads
5 4 1 312.39 perimeter-heads
5 5 1 312.144 perimeter-heads
5 6 1 311.888 perimeter-heads
5 7 1 311.621 perimeter-heads
5 8 1 311.336 perimeter-heads
5 9 1 311.036 perimeter-heads
5 10 1 310.73 perimeter-heads
5 11 1 310.424 perimeter-heads
5 12 1 310.109 perimeter-heads
5 13 1 309.781 perimeter-heads
5 14 1 309.437 perimeter-heads
5 15 1 309.076 perimeter-heads
5 16 1 308.713 perimeter-heads
5 17 1 308.368 perimeter-heads
5 18 1 308.025 perimeter-heads
5 19 1 307.663 perimeter-heads
5 20 1 307.272 perimeter-heads
5 21 1 306.879 perimeter-heads
5 22 1 306.474 perimeter-heads
5 23 1 306.033 perimeter-heads
5 24 1 305.581 perimeter-heads
5 25 1 305.12 perimeter-heads
5 25 2 304.504 perimeter-heads
5 25 3 303.876 perimeter-heads
5 25 4 303.233 perimeter-heads
5 25 5 302.579 perimeter-heads
5 25 6 301.843 perimeter-heads
5 25 7 301.017 perimeter-heads
5 25 8 300.129 perimeter-heads
5 25 9 299.254 perimeter-heads
5 25 10 298.359 perimeter-heads
5 25 11 297.438 perimeter-heads
5 25 12 296.512 perimeter-heads
5 25 13 295.582 perimeter-heads
5 25 14 294.63 perimeter-heads
5 25 15 293.673 perimeter-heads
5 25 16 292.712 perimeter-heads
5 25 17 291.764 perimeter-heads
5 25 18 290.847 perimeter-heads
5 25 19 289.971 perimeter-heads
5 25 20 289.296 perimeter-heads
5 25 21 288.649 perimeter-heads
5 25 22 288.034 perimeter-heads
5 25 23 287.435 perimeter-heads
5 25 24 286.873 perimeter-heads
5 1 2 312.821 perimeter-heads
5 1 3 312.486 perimeter-heads
5 1 4 312.152 perimeter-heads
5 1 5 311.799 perimeter-heads
5 1 6 311.417 perimeter-heads
5 1 7 311.001 perimeter-heads
5 1 8 310.539 perimeter-heads
5 1 9 310.027 perimeter-heads
5 1 10 309.47 perimeter-heads
5 1 11 308.875 perimeter-heads
5 1 12 308.233 perimeter-heads
5 1 13 307.528 perimeter-heads
5 1 14 306.75 perimeter-heads
5 1 15 305.927 perimeter-heads
5 1 16 305.073 perimeter-heads
5 1 17 304.192 perimeter-heads
5 1 18 303.296 perimeter-heads
5 1 19 302.418 perimeter-heads
5 1 20 301.615 perimeter-heads
5 1 21 300.863 perimeter-heads
5 1 22 300.138 perimeter-heads
5 1 23 299.44 perimeter-heads
5 1 24 298.752 perimeter-heads
