#k i j head boundname
5 25 20 289.225 perimeter-heads
5 25 21 288.578 perimeter-heads
5 25 22 287.966 perimeter-heads
5 25 23 287.368 perimeter-heads
5 25 24 286.805 perimeter-heads
5 1 2 312.367 perimeter-heads
5 1 3 312.132 perimeter-heads
5 1 4 311.875 perimeter-heads
5 1 5 311.579 perimeter-heads
5 1 6 311.237 perimeter-heads
5 1 7 310.848 perimeter-heads
5 1 8 310.403 perimeter-heads
5 1 9 309.904 perimeter-heads
5 1 10 309.355 perimeter-heads
5 1 11 308.767 perimeter-heads
5 1 12 308.131 perimeter-heads
5 1 13 307.431 perimeter-heads
5 1 14 306.654 perimeter-heads
5 1 15 305.827 perimeter-heads
5 1 16 304.968 perimeter-heads
5 1 17 304.081 perimeter-heads
5 1 18 303.176 perimeter-heads
5 1 19 302.287 perimeter-heads
5 1 20 301.476 perimeter-heads
5 1 21 300.717 perimeter-heads
5 1 22 299.986 perimeter-heads
5 1 23 299.28 perimeter-heads
5 1 24 298.585 perimeter-heads
