,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
1004,646,8034,0,50,34,15,14,148.98117,3.292511,0.020793136006408832,1058.1458560490819,1,1.0,0.0,0.0,0.0,0.0,647,31,730.2096,1814753,None,"LINESTRING (685355 5143688.238145579, 685311.1943728143 5143700.2)"
1005,647,7874,0,49,34,15,15,110.17195,3.3809497,0.04321388271533887,1055.048070305273,1,1.0,0.0,0.0,0.0,0.0,648,31,769.7045,1814753,None,"LINESTRING (685311.1943728143 5143700.2, 685278.8 5143709.045821794)"
1006,648,7873,0,49,33,15,16,288.1174,3.512585,0.016477652485102145,1050.2871125235365,1,1.0,0.0,0.0,0.0,0.0,649,31,830.4038,1814753,None,"LINESTRING (685278.8 5143709.045821794, 685274.4247261371 5143710.240563027, 685248.2060591085 5143737.407496425, 685224.7042864723 5143776.4)"
1007,649,7713,0,48,33,15,17,109.04669,3.6391683,0.045084793296709655,1045.5396141129202,1,1.0,0.0,0.0,0.0,0.0,650,31,890.93164,1814753,None,"LINESTRING (685224.7042864723 5143776.4, 685224.1415928188 5143777.333582102, 685202.6 5143801.195984772)"
1008,650,7712,0,48,32,15,18,302.2423,3.7658265,0.022795163847202517,1040.6232665491652,1,1.0,0.0,0.0,0.0,0.0,651,31,953.61206,1814753,None,"LINESTRING (685202.6 5143801.195984772, 685179.4564326745 5143826.832952632, 685127.9575495757 5143852.6)"
1009,651,7551,0,47,31,15,19,274.12952,3.9398665,0.024272415203521108,1033.733603580953,1,1.0,0.0,0.0,0.0,0.0,652,31,1043.1927,1814753,None,"LINESTRING (685126.4 5143853.3793072635, 685078.8353905226 5143877.177872819, 685050.2 5143887.290409715)"
1010,652,7550,0,47,30,15,20,282.50925,4.0979548,0.012794935047911845,1027.0798181344594,1,1.0,0.0,0.0,0.0,0.0,653,31,1128.0245,1814753,None,"LINESTRING (685050.2 5143887.290409715, 684999.2271208458 5143905.29139073, 684974 5143925.061208664)"
1011,653,7549,0,47,29,15,21,19.886227,4.1813626,0.19721518152971695,1023.465130670884,1,1.0,0.0,0.0,0.0,0.0,654,31,1174.1096,1814753,None,"LINESTRING (684974 5143925.061208664, 684969.2291446924 5143928.8)"
1012,654,7389,0,46,29,15,22,308.20718,4.2700396,0.019751398704247743,1019.5432648713639,1,1.0,0.0,0.0,0.0,0.0,655,31,1224.1111,1814753,None,"LINESTRING (684969.2291446924 5143928.8, 684952.380953035 5143942.003475879, 684920.3158330688 5143994.395061762, 684917.0009703335 5144005)"
1013,655,7229,0,45,29,15,23,201.06026,4.404192,0.01588109867173001,1013.4557418998684,1,1.0,0.0,0.0,0.0,0.0,656,31,1301.7234,1814753,None,"LINESTRING (684917.0009703335 5144005, 684900.6394492388 5144057.343923275, 684897.8 5144063.1260632565)"
1014,656,7228,0,45,28,15,24,66.06178,4.47297,0.06757159809305799,1010.2626841201549,1,1.0,0.0,0.0,0.0,0.0,657,31,1342.4327,1814753,None,"LINESTRING (684897.8 5144063.1260632565, 684888.9243888771 5144081.2)"
1015,657,7068,0,44,28,15,25,307.37698,4.5674076,0.017013983532186746,1005.798783880988,1,1.0,0.0,0.0,0.0,0.0,658,31,1399.3448,1814753,None,"LINESTRING (684888.9243888771 5144081.2, 684887.1116684312 5144084.891350851, 684850.4195321775 5144121.913346678, 684838.4472857136 5144157.4)"
1016,658,6908,0,43,28,15,26,130.12703,4.675651,0.02701922074733922,1000.56907694312,1,1.0,0.0,0.0,0.0,0.0,659,31,1466.0205,1814753,None,"LINESTRING (684838.4472857136 5144157.4, 684830.8990641218 5144179.773505561, 684821.6 5144192.8554541245)"
1017,659,6907,0,43,27,15,27,164.00739,4.7470536,0.03257493463091521,997.053146010054,1,1.0,0.0,0.0,0.0,0.0,660,31,1510.8466,1814753,None,"LINESTRING (684821.6 5144192.8554541245, 684792.6374839897 5144233.6)"
1018,660,6747,0,42,27,15,28,282.9339,4.853565,0.022520344992215058,991.7106161564207,1,1.0,0.0,0.0,0.0,0.0,661,31,1578.9604,1814753,None,"LINESTRING (684792.6374839897 5144233.6, 684777.8417496755 5144254.41467906, 684772.1631975856 5144274.571896927, 684761.7024413822 5144284.418556466, 684760.9413889417 5144309.8)"
1019,661,6587,0,41,27,15,29,250.11237,4.977654,0.023999610502755887,985.3388471426196,1,1.0,0.0,0.0,0.0,0.0,662,31,1660.1967,1814753,None,"LINESTRING (684760.9413889417 5144309.8, 684758.6565623957 5144386)"
1020,662,6427,0,40,27,15,30,252.04922,5.0918226,0.015216295113084767,979.336247783353,1,1.0,0.0,0.0,0.0,0.0,663,31,1736.7261,1814753,None,"LINESTRING (684758.6565623957 5144386, 684756.8304025518 5144446.903257778, 684752.5143699298 5144462.2)"
1021,663,6267,0,39,27,15,31,68.799515,5.1634636,0.05126078460123117,975.5009923949576,1,1.0,0.0,0.0,0.0,0.0,664,31,1785.6234,1814753,None,"LINESTRING (684752.5143699298 5144462.2, 684748.2972836222 5144477.146059918, 684745.4 5144481.750915336)"
1022,664,6266,0,39,26,15,32,226.23619,5.2284856,0.02594066714831185,971.9742752876374,1,1.0,0.0,0.0,0.0,0.0,665,31,1830.5869,1814753,None,"LINESTRING (684745.4 5144481.750915336, 684721.6207747814 5144519.544900452, 684706.2849133839 5144538.4)"
1023,665,6106,0,38,26,15,33,264.7263,5.334953,0.012830192483882103,966.105557565299,1,1.0,0.0,0.0,0.0,0.0,666,31,1905.4095,1814753,None,"LINESTRING (684706.2849133839 5144538.4, 684687.3181294304 5144561.71923785, 684670.9430119748 5144599.345465083, 684669.2 5144608.780609691)"
1024,666,6105,0,38,25,15,34,19.415543,5.3956223,0.1771900487219092,962.7090683367452,1,1.0,0.0,0.0,0.0,0.0,667,31,1948.7128,1814753,None,"LINESTRING (684669.2 5144608.780609691, 684668.124948433 5144614.6)"
1025,667,5945,0,37,25,15,35,268.38574,5.4563947,0.024816926715600995,959.268827397039,1,1.0,0.0,0.0,0.0,0.0,668,31,1992.5737,1814753,None,"LINESTRING (684668.124948433 5144614.6, 684664.8737753186 5144632.199011896, 684639.377663652 5144690.8)"
1026,668,5785,0,36,25,15,36,288.81534,5.572193,0.012668225051588797,952.6083181016596,1,1.0,0.0,0.0,0.0,0.0,669,31,2077.4912,1814753,None,"LINESTRING (684639.377663652 5144690.8, 684626.6727392413 5144720.001359563, 684595.8842447383 5144767)"
1027,669,5625,0,35,25,15,37,17.268415,5.6348042,0.2287963223467254,948.9495403998177,1,1.0,0.0,0.0,0.0,0.0,670,31,2124.1384,1814753,None,"LINESTRING (684595.8842447383 5144767, 684593 5144771.402799929)"
1028,670,5624,0,35,24,15,38,313.25778,5.7016525,0.014427751581612766,944.9985904518621,1,1.0,0.0,0.0,0.0,0.0,671,31,2174.5105,1814753,None,"LINESTRING (684593 5144771.402799929, 684576.0649197747 5144797.25420186, 684530.6876519998 5144843.2)"
1029,671,5464,0,34,24,15,39,64.84096,5.777186,0.07026067565332975,940.4789849924127,1,1.0,0.0,0.0,0.0,0.0,672,31,2232.1328,1814753,None,"LINESTRING (684530.6876519998 5144843.2, 684516.8 5144857.261649956)"
1030,672,5463,0,34,23,15,40,316.28372,5.8523498,0.012447390227516782,935.9232154985049,1,1.0,0.0,0.0,0.0,0.0,673,31,2290.216,1814753,None,"LINESTRING (684516.8 5144857.261649956, 684471.2479675151 5144903.384402428, 684444.0325146982 5144919.4)"
1031,673,5303,0,33,23,15,41,13.066784,5.9165435,0.3264348244563389,931.9863085891076,1,1.0,0.0,0.0,0.0,0.0,674,31,2340.4092,1814753,None,"LINESTRING (684444.0325146982 5144919.4, 684440.6 5144921.419947066)"
1032,674,5302,0,33,22,15,42,343.7703,5.9853277,0.01716239210687074,927.7208552788604,1,1.0,0.0,0.0,0.0,0.0,675,31,2394.7913,1814753,None,"LINESTRING (684440.6 5144921.419947066, 684401.4011646695 5144944.487458608, 684390.8595851881 5144956.882741039, 684377.5621702513 5144976.80881392, 684374.3048687599 5144995.6)"
1033,675,5142,0,32,22,15,43,149.80127,6.0792017,0.02284356805721547,921.8209346952867,1,1.0,0.0,0.0,0.0,0.0,676,31,2470.0115,1814753,None,"LINESTRING (684374.3048687599 5144995.6, 684371.4280332978 5145012.196299308, 684366.1161830822 5145019.664266096, 684368.2756935154 5145032.445387946, 684364.4 5145037.897096787)"
1034,676,5141,0,32,21,15,44,136.47327,6.1329994,0.03468476310450891,918.3989391996923,1,1.0,0.0,0.0,0.0,0.0,677,31,2513.6396,1814753,None,"LINESTRING (684364.4 5145037.897096787, 684340.2979677748 5145071.8)"
1035,677,4981,0,31,21,15,45,259.52313,6.2066574,0.016135403126012107,913.6653962775187,1,1.0,0.0,0.0,0.0,0.0,678,31,2573.9895,1814753,None,"LINESTRING (684340.2979677748 5145071.8, 684336.4362985282 5145077.23198173, 684288.2 5145131.273707239)"
1036,678,4980,0,31,20,15,46,90.79314,6.2711062,0.05418128982034083,909.477885916942,1,1.0,0.0,0.0,0.0,0.0,679,31,2627.3777,1814753,None,"LINESTRING (684288.2 5145131.273707239, 684281.2117899837 5145139.102975633, 684266.5157777908 5145148)"
1037,679,4820,0,30,20,15,47,320.7409,6.3459926,0.021916455691824734,904.5585966692995,1,1.0,0.0,0.0,0.0,0.0,680,31,2690.0955,1814753,None,"LINESTRING (684266.5157777908 5145148, 684237.2225227644 5145165.73425337, 684226.4507749309 5145185.737282764, 684212 5145223.892035997)"
1038,680,4659,0,29,19,15,48,267.32996,6.4518976,0.024018029279651253,897.5290928196171,1,1.0,0.0,0.0,0.0,0.0,681,31,2780.0469,1814753,None,"LINESTRING (684211.8833613605 5145224.2, 684183.0232861022 5145300.4)"
1039,681,4499,0,28,19,15,49,269.81348,6.546807,0.01914627773993645,891.1083541077677,1,1.0,0.0,0.0,0.0,0.0,682,31,2861.9075,1814753,None,"LINESTRING (684183.0232861022 5145300.4, 684171.2573964347 5145331.465781522, 684170.8822161406 5145344.1699114395, 684154.5506089092 5145376.6)"
1040,682,4339,0,27,19,15,50,162.35355,6.622193,0.021077573749369725,885.9424303475242,1,1.0,0.0,0.0,0.0,0.0,683,31,2927.7698,1814753,None,"LINESTRING (684154.5506089092 5145376.6, 684151.972007169 5145381.72039517, 684135.8 5145422.374209493)"
1041,683,4338,0,27,18,15,51,123.92257,6.6716666,0.03695152458160044,882.5204115052323,1,1.0,0.0,0.0,0.0,0.0,684,31,2971.3982,1814753,None,"LINESTRING (684135.8 5145422.374209493, 684129.9929777628 5145436.972125592, 684114.6251771238 5145452.8)"
1042,684,4178,0,26,18,15,52,259.15607,6.737309,0.016694547431427762,877.9412836404557,1,1.0,0.0,0.0,0.0,0.0,685,31,3029.7793,1814753,None,"LINESTRING (684114.6251771238 5145452.8, 684059.6 5145509.472494214)"
1043,685,4177,0,26,17,15,53,102.78709,6.7987547,0.03693602663204354,873.6147903895427,1,1.0,0.0,0.0,0.0,0.0,686,31,3084.9395,1814753,None,"LINESTRING (684059.6 5145509.472494214, 684046.0790393357 5145523.398238847, 684035.5577207172 5145529)"
1044,686,4017,0,25,17,15,54,214.82262,6.852226,0.020977864003770497,869.8182438256355,1,1.0,0.0,0.0,0.0,0.0,687,31,3133.3433,1814753,None,"LINESTRING (684035.5577207172 5145529, 684009.9393478932 5145542.639735749, 683983.4 5145567.632017841)"
1045,687,4016,0,25,16,15,55,162.18275,6.9151664,0.03189164025105666,865.3117241901459,1,1.0,0.0,0.0,0.0,0.0,688,31,3190.7988,1814753,None,"LINESTRING (683983.4 5145567.632017841, 683968.0939229387 5145582.045853372, 683951.6337059994 5145605.2)"
1046,688,3856,0,24,16,15,56,270.5154,6.9867153,0.013103267128568307,860.139450128177,1,1.0,0.0,0.0,0.0,0.0,689,31,3256.7422,1814753,None,"LINESTRING (683951.6337059994 5145605.2, 683930.9601926187 5145634.280877968, 683907.2 5145674.56906141)"
1047,689,3855,0,24,15,15,57,26.01837,7.0353336,0.1651832998530629,856.5948144305103,1,1.0,0.0,0.0,0.0,0.0,690,31,3301.9338,1814753,None,"LINESTRING (683907.2 5145674.56906141, 683903.1714138782 5145681.4)"
1048,690,3695,0,23,15,15,58,333.52496,7.093841,0.01275677272530155,852.2970142708493,1,1.0,0.0,0.0,0.0,0.0,691,31,3356.7283,1814753,None,"LINESTRING (683903.1714138782 5145681.4, 683901.5079426701 5145684.220609844, 683831 5145752.835506928)"
1049,691,3694,0,23,14,15,59,22.413359,7.151297,0.15473801397683004,848.0423121148101,1,1.0,0.0,0.0,0.0,0.0,692,31,3410.9731,1814753,None,"LINESTRING (683831 5145752.835506928, 683826.1040573027 5145757.6)"
1050,692,3534,0,22,14,15,60,267.72623,7.1977963,0.023921698445716236,844.5741135048238,1,1.0,0.0,0.0,0.0,0.0,693,31,3455.1904,1814753,None,"LINESTRING (683826.1040573027 5145757.6, 683822.9724643425 5145760.647513805, 683754.8 5145796.9447793225)"
1051,693,3533,0,22,13,15,61,268.05603,7.282893,0.015053556160777921,838.1696474411459,1,1.0,0.0,0.0,0.0,0.0,694,31,3536.8438,1814753,None,"LINESTRING (683754.8 5145796.9447793225, 683750.6768568726 5145799.140076534, 683678.6 5145826.322904438)"
1052,694,3532,0,22,12,15,62,69.51785,7.336009,0.04890028172175464,834.1344509351895,1,1.0,0.0,0.0,0.0,0.0,695,31,3588.29,1814753,None,"LINESTRING (683678.6 5145826.322904438, 683658.7740441214 5145833.8)"
1053,695,3372,0,21,12,15,63,214.8711,7.380463,0.0239941591181789,830.7350083493994,1,1.0,0.0,0.0,0.0,0.0,696,31,3631.6309,1814753,None,"LINESTRING (683658.7740441214 5145833.8, 683619.5916782791 5145848.577108128, 683602.4 5145864.769176841)"
1054,696,3371,0,21,11,15,64,216.43718,7.447383,0.01763839878497544,825.5793571360648,1,1.0,0.0,0.0,0.0,0.0,697,31,3697.3623,1814753,None,"LINESTRING (683602.4 5145864.769176841, 683554.3768737501 5145910)"
1055,697,3211,0,20,11,15,65,102.93479,7.4965553,0.04846964307075015,821.7617518509944,1,1.0,0.0,0.0,0.0,0.0,698,31,3746.0344,1814753,None,"LINESTRING (683554.3768737501 5145910, 683548.9886309946 5145915.074943558, 683526.2 5145922.515694251)"
1056,698,3210,0,20,10,15,66,314.44928,7.5603423,0.013624494177984812,816.7725392442796,1,1.0,0.0,0.0,0.0,0.0,699,31,3809.6438,1814753,None,"LINESTRING (683526.2 5145922.515694251, 683484.8330237255 5145936.02248882, 683456.0765605979 5145963.112185574, 683450 5145974.401883664)"
1057,699,3209,0,20,9,15,67,43.958447,7.614695,0.08555358683511233,812.4883268625753,1,1.0,0.0,0.0,0.0,0.0,700,31,3864.2651,1814753,None,"LINESTRING (683450 5145974.401883664, 683443.6497886577 5145986.2)"
1058,700,3049,0,19,9,15,68,270.65988,7.6620936,0.023276838402172956,808.7275240925711,1,1.0,0.0,0.0,0.0,0.0,701,31,3912.2131,1814753,None,"LINESTRING (683443.6497886577 5145986.2, 683439.9219132242 5145993.126054218, 683408.6924718823 5146017.605515737, 683373.8 5146019.6327312)"
1059,701,3048,0,19,8,15,69,256.39163,7.7408533,0.024408202688828706,802.4274177668076,1,1.0,0.0,0.0,0.0,0.0,702,31,3992.5356,1814753,None,"LINESTRING (683373.8 5146019.6327312, 683322.1407925566 5146022.634076147, 683297.6 5146032.370970106)"
1060,702,3047,0,19,7,15,70,267.1408,7.818312,0.023529981029329423,796.1693588432775,1,1.0,0.0,0.0,0.0,0.0,703,31,4072.322,1814753,None,"LINESTRING (683297.6 5146032.370970106, 683221.9150642882 5146062.4)"
1061,703,2886,0,18,6,15,71,258.71466,7.8958893,0.02409852681090979,789.883540696396,1,1.0,0.0,0.0,0.0,0.0,704,31,4153.0166,1814753,None,"LINESTRING (683221.4 5146062.604358777, 683208.9908981451 5146067.527839085, 683145.2 5146082.419715318)"
1062,704,2885,0,18,5,15,72,262.85828,7.971577,0.021142284761818307,783.6488985104784,1,1.0,0.0,0.0,0.0,0.0,705,31,4232.5044,1814753,None,"LINESTRING (683145.2 5146082.419715318, 683083.5885050569 5146096.802813594, 683069 5146105.237026959)"
1063,705,2884,0,18,4,15,73,202.06201,8.038451,0.018350880778484038,778.0914739795226,1,1.0,0.0,0.0,0.0,0.0,706,31,4303.358,1814753,None,"LINESTRING (683069 5146105.237026959, 683029.2898689915 5146128.19508307, 683017.506839064 5146138.6)"
1064,706,2724,0,17,4,15,74,108.139275,8.082767,0.034156702348834146,774.3834580926111,1,1.0,0.0,0.0,0.0,0.0,707,31,4350.633,1814753,None,"LINESTRING (683017.506839064 5146138.6, 682992.8 5146160.417190455)"
1065,707,2723,0,17,3,15,75,200.86496,8.126674,0.027016457652930866,770.6897770779768,1,1.0,0.0,0.0,0.0,0.0,708,31,4397.725,1814753,None,"LINESTRING (682992.8 5146160.417190455, 682987.5261360893 5146165.0742367515, 682974.2972442643 5146182.454617832, 682974.4419042838 5146214.8)"
1066,708,2563,0,16,3,15,76,253.11516,8.190759,0.0164090773766213,765.2631173998303,1,1.0,0.0,0.0,0.0,0.0,1207,31,4466.9116,1814753,None,"LINESTRING (682974.4419042838 5146214.8, 682974.6269231725 5146256.169458417, 682982.8131955214 5146291)"
871,709,2897,0,18,17,16,1,185.54652,11.834248,0.016995353893798484,827.5199884541325,1,1.0,0.0,0.0,0.0,0.0,710,31,9281.277,1814645,None,"LINESTRING (684036.2025053997 5146107.5602047825, 684018.1267315149 5146117.17699083, 683983.4 5146107.388891925)"
872,710,2896,0,18,16,16,2,177.00485,11.869647,0.01648271898283996,824.3665596141751,1,1.0,0.0,0.0,0.0,0.0,711,31,9336.53,1814645,None,"LINESTRING (683983.4 5146107.388891925, 683977.8035068566 5146105.811460764, 683951.8059603726 5146125.3532483615, 683943.5414741568 5146138.6)"
873,711,2736,0,17,16,16,3,158.42407,11.902305,0.01919404812164732,821.4490383751988,1,1.0,0.0,0.0,0.0,0.0,712,31,9387.649,1814645,None,"LINESTRING (683943.5414741568 5146138.6, 683933.124580541 5146155.296743023, 683907.3530267571 5146167.223660336, 683907.2 5146167.367891557)"
874,712,2735,0,17,15,16,4,191.17816,11.936249,0.017986635727467375,818.4082391085051,1,1.0,0.0,0.0,0.0,0.0,713,31,9440.929,1814645,None,"LINESTRING (683907.2 5146167.367891557, 683886.4400210592 5146186.934646758, 683885.8245729905 5146207.245986448, 683880.1922256723 5146214.8)"
875,713,2575,0,16,15,16,5,204.16562,11.97452,0.020290455290273002,814.9695871563796,1,1.0,0.0,0.0,0.0,0.0,714,31,9501.18,1814645,None,"LINESTRING (683880.1922256723 5146214.8, 683867.2981538004 5146232.093321622, 683831 5146250.411546401)"
876,714,2574,0,16,14,16,6,272.11295,12.020465,0.01679444916159421,810.8269737943496,1,1.0,0.0,0.0,0.0,0.0,715,31,9573.764,1814645,None,"LINESTRING (683831 5146250.411546401, 683776.9889192905 5146277.668776132, 683754.8 5146281.021730671)"
877,715,2573,0,16,13,16,7,253.30077,12.0709505,0.017403040404756317,806.2569867639869,1,1.0,0.0,0.0,0.0,0.0,716,31,9653.837,1814645,None,"LINESTRING (683754.8 5146281.021730671, 683748.9089074302 5146281.9119302025, 683678.6 5146270.381559476)"
878,716,2572,0,16,12,16,8,253.51273,12.1194515,0.012288628532734804,801.8487832988861,1,1.0,0.0,0.0,0.0,0.0,717,31,9731.075,1814645,None,"LINESTRING (683678.6 5146270.381559476, 683673.0568530549 5146269.472506248, 683622.125160086 5146273.0245149145, 683602.4 5146278.957396202)"
879,717,2571,0,16,11,16,9,104.65776,12.153613,0.022803791290097176,798.7334595828393,1,1.0,0.0,0.0,0.0,0.0,718,31,9785.661,1814645,None,"LINESTRING (683602.4 5146278.957396202, 683591.3516704899 5146282.280483422, 683572.9506331405 5146291)"
880,718,2411,0,15,11,16,10,169.7304,12.17972,0.022591824032178635,796.3468658527692,1,1.0,0.0,0.0,0.0,0.0,719,31,9827.478,1814645,None,"LINESTRING (683572.9506331405 5146291, 683526.2 5146313.153257611)"
881,719,2410,0,15,10,16,11,271.12607,12.221549,0.0170404893924834,792.5123466934893,1,1.0,0.0,0.0,0.0,0.0,720,31,9894.664,1814645,None,"LINESTRING (683526.2 5146313.153257611, 683475.3523665117 5146337.2479200335, 683450 5146344.5090507455)"
882,720,2409,0,15,9,16,12,260.05164,12.271761,0.012427589654618253,787.892225805746,1,1.0,0.0,0.0,0.0,0.0,721,31,9975.615,1814645,None,"LINESTRING (683450 5146344.5090507455, 683373.8 5146366.333370774)"
883,721,2248,0,14,8,16,13,111.511795,12.308708,0.0193748014806911,784.6604107877298,1,1.0,0.0,0.0,0.0,0.0,722,31,10035.39,1814645,None,"LINESTRING (683370.7741487031 5146367.2, 683354.8795091067 5146371.752358285, 683338.0285132019 5146367.2)"
884,722,2408,0,15,8,16,14,136.88428,12.33205,0.02466637217484294,782.4998918959978,1,1.0,0.0,0.0,0.0,0.0,723,31,10073.245,1814645,None,"LINESTRING (683338.0285132019 5146367.2, 683301.9464021716 5146357.452285503, 683297.6 5146357.504300521)"
885,723,2407,0,15,7,16,15,251.30693,12.368442,0.011608304237322824,779.1234533661525,1,1.0,0.0,0.0,0.0,0.0,724,31,10132.405,1814645,None,"LINESTRING (683297.6 5146357.504300521, 683240.9436824814 5146358.182327834, 683221.4 5146362.127889161)"
886,724,2406,0,15,6,16,16,84.09034,12.399799,0.02639490599608172,776.2062060594733,1,1.0,0.0,0.0,0.0,0.0,725,31,10183.52,1814645,None,"LINESTRING (683221.4 5146362.127889161, 683196.2761416859 5146367.2)"
887,725,2246,0,14,6,16,17,171.09323,12.423606,0.010631603484181792,773.986649448952,1,1.0,0.0,0.0,0.0,0.0,726,31,10222.41,1814645,None,"LINESTRING (683196.2761416859 5146367.2, 683164.2389868835 5146373.667796391, 683145.2 5146369.6142978985)"
888,726,2245,0,14,5,16,18,38.037865,12.443082,0.0632591380369968,772.1676540559937,1,1.0,0.0,0.0,0.0,0.0,727,31,10254.281,1814645,None,"LINESTRING (683145.2 5146369.6142978985, 683133.860218793 5146367.2)"
889,727,2405,0,15,5,16,19,238.60892,12.4688,0.01892512607747799,769.761411523249,1,1.0,0.0,0.0,0.0,0.0,728,31,10296.442,1814645,None,"LINESTRING (683133.860218793 5146367.2, 683108.689043074 5146361.840926881, 683069 5146336.679653113)"
890,728,2404,0,15,4,16,20,280.56387,12.516922,0.009709850751941553,765.245707681341,1,1.0,0.0,0.0,0.0,0.0,729,31,10375.564,1814645,None,"LINESTRING (683069 5146336.679653113, 683041.3600363638 5146319.15701618, 682992.8 5146298.45286357)"
891,729,2403,0,15,3,16,21,32.642517,12.545865,0.043248599846953104,762.5214743452985,1,1.0,0.0,0.0,0.0,0.0,1207,31,10423.297,1814645,None,"LINESTRING (682992.8 5146298.45286357, 682983.6477164774 5146294.550677967)"
827,730,9148,0,57,28,17,1,98.72981,1.0,0.03192119613547084,1030.9270133275886,1,1.0,0.0,0.0,0.0,0.0,731,36,15.046423,1814763,None,"LINESTRING (684842.7829289236 5143105.22421685, 684821.6 5143126.598569458)"
828,731,9147,0,57,27,17,2,185.69356,1.0,0.021192521283048348,1027.7754396144612,1,1.0,0.0,0.0,0.0,0.0,732,36,58.392548,1814763,None,"LINESTRING (684821.6 5143126.598569458, 684781.7586040339 5143166.8)"
829,732,8987,0,56,27,17,3,169.46089,1.2847408,0.02518559029174848,1023.840124939947,1,1.0,0.0,0.0,0.0,0.0,733,36,112.51809,1814763,None,"LINESTRING (684781.7586040339 5143166.8, 684745.4 5143203.487165678)"
830,733,8986,0,56,26,17,4,215.71533,1.5869517,0.01595338592002689,1019.5721523505213,1,1.0,0.0,0.0,0.0,0.0,734,36,171.21895,1814763,None,"LINESTRING (684745.4 5143203.487165678, 684732.7237829354 5143216.27793386, 684693.1608301557 5143243)"
831,734,8826,0,55,26,17,5,94.86337,1.7943351,0.038816825485641325,1016.13076240976,1,1.0,0.0,0.0,0.0,0.0,735,36,218.55113,1814763,None,"LINESTRING (684693.1608301557 5143243, 684669.2 5143259.183900422)"
832,735,8825,0,55,25,17,6,237.45653,1.9927441,0.023554797724982028,1012.4484674226969,1,1.0,0.0,0.0,0.0,0.0,736,36,269.1967,1814763,None,"LINESTRING (684669.2 5143259.183900422, 684667.8818074809 5143260.074249226, 684644.0408996715 5143292.387379934, 684640.8205180194 5143315.169947372, 684634.3526057341 5143319.2)"
833,736,8665,0,54,25,17,7,267.32254,2.2614264,0.01649486059398031,1006.8552269440122,1,1.0,0.0,0.0,0.0,0.0,737,36,346.12503,1814763,None,"LINESTRING (684634.3526057341 5143319.2, 684633.048706726 5143320.012438604, 684622.2108228644 5143342.56342037, 684618.6102229364 5143378.027692173, 684610.2554621276 5143395.4)"
834,737,8505,0,53,25,17,8,130.62158,2.4528203,0.023434332382127675,1002.4457789084121,1,1.0,0.0,0.0,0.0,0.0,738,36,406.7717,1814763,None,"LINESTRING (684610.2554621276 5143395.4, 684593 5143431.2798063345)"
835,738,8504,0,53,24,17,9,145.63054,2.5774412,0.03189102336736068,999.3847493388124,1,1.0,0.0,0.0,0.0,0.0,739,36,448.87253,1814763,None,"LINESTRING (684593 5143431.2798063345, 684575.2398697962 5143468.208984324, 684574.8775886776 5143471.6)"
836,739,8344,0,52,24,17,10,273.5092,2.755908,0.01725930269738922,994.7404424184618,1,1.0,0.0,0.0,0.0,0.0,740,36,512.74945,1814763,None,"LINESTRING (684574.8775886776 5143471.6, 684571.7216554624 5143501.140095945, 684552.7993105832 5143538.681811376, 684545.601938264 5143547.8)"
837,740,8184,0,51,24,17,11,152.51369,2.926306,0.02295044396489915,990.0198645903782,1,1.0,0.0,0.0,0.0,0.0,741,36,577.6753,1814763,None,"LINESTRING (684545.601938264 5143547.8, 684516.8 5143584.2885258375)"
838,741,8183,0,51,23,17,12,163.37746,3.0465815,0.029865783494287295,986.519607759934,1,1.0,0.0,0.0,0.0,0.0,742,36,625.81714,1814763,None,"LINESTRING (684516.8 5143584.2885258375, 684492.0511916399 5143615.642232836, 684486.8330014342 5143624)"
839,742,8023,0,50,23,17,13,276.97882,3.2068195,0.015077125918497277,981.6402120113287,1,1.0,0.0,0.0,0.0,0.0,743,36,692.9274,1814763,None,"LINESTRING (684486.8330014342 5143624, 684473.3660452246 5143645.569486732, 684472.9034879651 5143660.799194589, 684456.8357874494 5143688.285154452, 684456.478751084 5143700.2)"
840,743,7863,0,49,23,17,14,99.9008,3.3379304,0.031494979972252375,977.4641674533584,1,1.0,0.0,0.0,0.0,0.0,744,36,750.3639,1814763,None,"LINESTRING (684456.478751084 5143700.2, 684456.4555496981 5143700.97426547, 684440.6 5143726.058446951)"
841,744,7862,0,49,22,17,15,184.05295,3.4334488,0.028047712291296312,974.3177936758719,1,1.0,0.0,0.0,0.0,0.0,745,36,793.6384,1814763,None,"LINESTRING (684440.6 5143726.058446951, 684421.7756797525 5143755.839354856, 684418.2081732064 5143776.4)"
842,745,7702,0,48,22,17,16,281.83163,3.5847244,0.016662174536960325,969.1555295440578,1,1.0,0.0,0.0,0.0,0.0,746,36,864.6392,1814763,None,"LINESTRING (684418.2081732064 5143776.4, 684412.5655488513 5143808.92019178, 684382.7313126842 5143852.6)"
843,746,7542,0,47,22,17,17,141.96674,3.7170563,0.02109253208556304,964.459601659624,1,1.0,0.0,0.0,0.0,0.0,747,36,929.22614,1814763,None,"LINESTRING (684382.7313126842 5143852.6, 684370.0381138822 5143871.183900934, 684364.4 5143891.170251789)"
844,747,7541,0,47,21,17,18,128.27548,3.7990637,0.03465824786425139,961.4651637288395,1,1.0,0.0,0.0,0.0,0.0,748,36,970.411,1814763,None,"LINESTRING (684364.4 5143891.170251789, 684353.7847152329 5143928.8)"
