,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
214,344,10189,0,63,109,10,21,166.56564,40.38065,0.007287968800024542,1189.0736932793802,1,1.0,0.0,0.0,0.0,0.0,345,14,106388.23,1814859,Tyler Forks,"LINESTRING (691024.6216650212 5142633.4, 691010.6846609853 5142662.386929043, 690993.7999999999 5142670.202651008)"
215,345,10188,0,63,108,10,22,254.87097,40.392914,0.004699208198646507,1187.859768067777,1,1.0,0.0,0.0,0.0,0.0,346,14,106452.45,1814859,Tyler Forks,"LINESTRING (690993.7999999999 5142670.202651008, 690979.7557141979 5142676.703594861, 690917.6 5142679.271761111)"
216,346,10187,0,63,107,10,23,160.92915,40.40501,0.007588254258653592,1186.6620763080628,1,1.0,0.0,0.0,0.0,0.0,347,14,106515.82,1814859,Tyler Forks,"LINESTRING (690917.6 5142679.271761111, 690908.5151825037 5142679.647130005, 690882.2159555787 5142709.361816816, 690882.0740367956 5142709.6)"
217,347,10027,0,62,107,10,24,263.02283,40.417343,0.006028827909174582,1185.440904974112,1,1.0,0.0,0.0,0.0,0.0,348,14,106580.43,1814859,Tyler Forks,"LINESTRING (690882.0740367956 5142709.6, 690868.8326832347 5142731.823046711, 690864.7086633004 5142785.064484766, 690865.2266173078 5142785.8)"
218,348,9867,0,61,107,10,25,287.4891,40.43335,0.005495060415717645,1183.8551856130496,1,1.0,0.0,0.0,0.0,0.0,349,14,106664.33,1814859,Tyler Forks,"LINESTRING (690865.2266173078 5142785.8, 690901.2638396727 5142836.974285097, 690900.5179054856 5142862)"
219,349,9707,0,60,107,10,26,260.95694,40.449287,0.0058599885169258875,1182.2754156109797,1,1.0,0.0,0.0,0.0,0.0,350,14,106747.914,1814859,Tyler Forks,"LINESTRING (690900.5179054856 5142862, 690900.1284802491 5142875.06501983, 690883.5915087136 5142917.765631808, 690880.4424764122 5142938.0126237655, 690880.4368523725 5142938.2)"
220,350,9547,0,59,107,10,27,269.9351,40.464714,0.0038974155034626305,1180.7462109409416,1,1.0,0.0,0.0,0.0,0.0,351,14,106828.82,1814859,Tyler Forks,"LINESTRING (690880.4368523725 5142938.2, 690878.6899893901 5142996.400266123, 690883.3939929042 5143009.249488967, 690892.390501842 5143014.4)"
221,351,9387,0,58,107,10,28,95.30345,40.475323,0.011979425359244305,1179.6941617397106,1,1.0,0.0,0.0,0.0,0.0,352,14,106884.484,1814859,Tyler Forks,"LINESTRING (690892.390501842 5143014.4, 690917.6 5143028.832464783)"
222,352,9388,0,58,108,10,29,301.05112,40.486828,0.005394593580372079,1178.5524811555317,1,1.0,0.0,0.0,0.0,0.0,353,14,106944.89,1814859,Tyler Forks,"LINESTRING (690917.6 5143028.832464783, 690920.873776807 5143030.706705524, 690951.1086418611 5143039.227578676, 690970.4365127068 5143072.845551033, 690971.6726471883 5143090.6)"
223,353,9228,0,57,108,10,30,262.76743,40.503197,0.005710656895461689,1176.9284327327052,1,1.0,0.0,0.0,0.0,0.0,354,14,107030.81,1814859,Tyler Forks,"LINESTRING (690971.6726471883 5143090.6, 690972.2100713927 5143098.318958376, 690955.7633874244 5143138.471570126, 690949.7315359937 5143166.8)"
224,354,9068,0,56,108,10,31,258.18408,40.51831,0.005941401952072766,1175.427858122159,1,1.0,0.0,0.0,0.0,0.0,355,14,107110.2,1814859,Tyler Forks,"LINESTRING (690949.7315359937 5143166.8, 690943.9353808883 5143194.021488349, 690950.4079583089 5143232.329205286, 690955.9238282343 5143243)"
225,355,8908,0,55,108,10,32,274.36435,40.533756,0.005506268165031927,1173.8938827131844,1,1.0,0.0,0.0,0.0,0.0,356,14,107191.37,1814859,Tyler Forks,"LINESTRING (690955.9238282343 5143243, 690986.431179629 5143302.0183757795, 690985.9169925947 5143319.2)"
226,356,8748,0,54,108,10,33,250.11192,40.54896,0.005713991069597142,1172.383159030655,1,1.0,0.0,0.0,0.0,0.0,357,14,107271.3,1814859,Tyler Forks,"LINESTRING (690985.9169925947 5143319.2, 690983.6365881633 5143395.4)"
227,357,8588,0,53,108,10,34,246.03896,40.563343,0.00589305898104784,1170.9540217349888,1,1.0,0.0,0.0,0.0,0.0,358,14,107346.91,1814859,Tyler Forks,"LINESTRING (690983.6365881633 5143395.4, 690982.7839600238 5143423.890676187, 690993.7999999999 5143469.055891669)"
228,358,8429,0,52,109,10,35,257.3288,40.578426,0.005451663870718946,1169.5040996574812,1,1.0,0.0,0.0,0.0,0.0,359,14,107426.24,1814859,Tyler Forks,"LINESTRING (690994.4205217615 5143471.6, 691013.0061132887 5143547.8)"
229,359,8269,0,51,109,10,36,229.70383,40.59253,0.003755200464871722,1168.1012295553242,1,1.0,0.0,0.0,0.0,0.0,360,14,107500.47,1814859,Tyler Forks,"LINESTRING (691013.0061132887 5143547.8, 691018.9946491084 5143572.352698728, 691002.9267034729 5143599.830490663, 690993.7999999999 5143608.961754116)"
230,360,8268,0,51,108,10,37,69.75716,40.6012,0.014399059593544337,1167.2386456377503,1,1.0,0.0,0.0,0.0,0.0,361,14,107546.1,1814859,Tyler Forks,"LINESTRING (690993.7999999999 5143608.961754116, 690978.7692639318 5143624)"
231,361,8108,0,50,108,10,38,278.95218,40.611298,0.005605901586817921,1166.2342081860727,1,1.0,0.0,0.0,0.0,0.0,362,14,107599.25,1814859,Tyler Forks,"LINESTRING (690978.7692639318 5143624, 690961.0012310686 5143641.776910316, 690964.6431085095 5143690.176125047, 690969.9766668483 5143700.2)"
232,362,7948,0,49,108,10,39,263.94235,40.627007,0.0030939352522873814,1164.670429723422,1,1.0,0.0,0.0,0.0,0.0,363,14,107681.984,1814859,Tyler Forks,"LINESTRING (690969.9766668483 5143700.2, 690983.8785979523 5143726.327251292, 690992.7587338589 5143776.4)"
233,363,7788,0,48,108,10,40,19.563787,40.63521,0.020968129966289172,1163.8538091750852,1,1.0,0.0,0.0,0.0,0.0,364,14,107725.19,1814859,Tyler Forks,"LINESTRING (690992.7587338589 5143776.4, 690993.7999999999 5143782.271425659)"
234,364,7789,0,48,109,10,41,122.84815,40.639328,0.003544741546614801,1163.4435931369842,1,1.0,0.0,0.0,0.0,0.0,365,14,107746.89,1814859,Tyler Forks,"LINESTRING (690993.7999999999 5143782.271425659, 690994.7495421463 5143787.625643859, 690993.7999999999 5143819.61790691)"
235,365,7788,0,48,108,10,42,28.333319,40.6437,0.005466540142847767,1163.0081281880955,1,1.0,0.0,0.0,0.0,0.0,508,14,107769.94,1814859,Tyler Forks,"LINESTRING (690993.7999999999 5143819.61790691, 690993.5437933048 5143828.250100875)"
1067,366,4024,0,25,24,11,1,21.519375,8.841034,0.1340543469809242,880.7589533515276,1,1.0,0.0,0.0,0.0,0.0,367,16,5199.28,1814659,None,"LINESTRING (684522.8495237356 5145555.455245232, 684516.8 5145557.990028512)"
1068,367,4023,0,25,23,11,2,271.05875,8.879106,0.012820683653786493,877.87418760892,1,1.0,0.0,0.0,0.0,0.0,368,16,5243.8687,1814659,None,"LINESTRING (684516.8 5145557.990028512, 684440.6 5145589.91824209)"
1069,368,4022,0,25,22,11,3,81.39808,8.924756,0.04137417801984342,874.39902917053,1,1.0,0.0,0.0,0.0,0.0,369,16,5297.583,1814659,None,"LINESTRING (684440.6 5145589.91824209, 684437.9337342242 5145591.035421922, 684422.3236619596 5145603.269161264, 684421.5328607534 5145605.2)"
1070,369,3862,0,24,22,11,4,260.16806,8.968778,0.020255255543023366,871.0312505628845,1,1.0,0.0,0.0,0.0,0.0,370,16,5349.6377,1814659,None,"LINESTRING (684421.5328607534 5145605.2, 684405.8754744062 5145643.429441004, 684404.7350272782 5145681.4)"
1071,370,3702,0,23,22,11,5,274.30157,9.037236,0.01287558005653235,865.7614800173199,1,1.0,0.0,0.0,0.0,0.0,371,16,5431.091,1814659,None,"LINESTRING (684404.7350272782 5145681.4, 684403.2063071739 5145732.297893894, 684382.513410971 5145757.6)"
1072,371,3542,0,22,22,11,6,83.89912,9.082831,0.0437613472315912,862.2296881325466,1,1.0,0.0,0.0,0.0,0.0,372,16,5485.6807,1814659,None,"LINESTRING (684382.513410971 5145757.6, 684376.829910883 5145764.549463278, 684364.4 5145775.54430516)"
1073,372,3541,0,22,21,11,7,288.47482,9.1299925,0.011335031948483478,858.5581497622612,1,1.0,0.0,0.0,0.0,0.0,373,16,5542.43,1814659,None,"LINESTRING (684364.4 5145775.54430516, 684298.5406540404 5145833.8)"
1074,373,3381,0,21,21,11,8,43.161556,9.171792,0.06935470842546669,855.2882784272452,1,1.0,0.0,0.0,0.0,0.0,374,16,5592.9717,1814659,None,"LINESTRING (684298.5406540404 5145833.8, 684290.6951368247 5145840.739729663, 684288.2 5145841.72137469)"
1075,374,3380,0,21,20,11,9,260.44016,9.209894,0.02075883665175932,852.2948212787604,1,1.0,0.0,0.0,0.0,0.0,375,16,5639.2407,1814659,None,"LINESTRING (684288.2 5145841.72137469, 684254.6899419551 5145854.905013157, 684212 5145862.566513024)"
1076,375,3379,0,21,19,11,10,287.89017,9.278319,0.010472832466450147,846.8883866429484,1,1.0,0.0,0.0,0.0,0.0,376,16,5722.806,1814659,None,"LINESTRING (684212 5145862.566513024, 684206.1395626911 5145863.61827692, 684162.2173411999 5145887.708775307, 684139.6789461 5145910)"
1077,376,3219,0,20,19,11,11,17.899153,9.316262,0.17682832035409093,843.873361152744,1,1.0,0.0,0.0,0.0,0.0,377,16,5769.408,1814659,None,"LINESTRING (684139.6789461 5145910, 684135.8 5145913.8364071045)"
1078,377,3218,0,20,18,11,12,303.10852,9.35593,0.013613159016924135,840.7082840351857,1,1.0,0.0,0.0,0.0,0.0,378,16,5818.33,1814659,None,"LINESTRING (684135.8 5145913.8364071045, 684109.8491691544 5145939.502644598, 684079.1434407169 5145986.2)"
1079,378,3058,0,19,18,11,13,115.38464,9.407396,0.024476069165256114,836.5820195461282,1,1.0,0.0,0.0,0.0,0.0,379,16,5882.1084,1814659,None,"LINESTRING (684079.1434407169 5145986.2, 684067.2458908618 5146004.29382621, 684059.6 5146015.437233772)"
1080,379,3057,0,19,17,11,14,171.04652,9.442463,0.018446713301756616,833.7578570298753,1,1.0,0.0,0.0,0.0,0.0,380,16,5925.7603,1814659,None,"LINESTRING (684059.6 5146015.437233772, 684043.3250983155 5146039.15688473, 684040.9048759047 5146062.4)"
1081,380,2897,0,18,17,11,15,148.96445,9.481488,0.020693678572346743,830.6026108395025,1,1.0,0.0,0.0,0.0,0.0,709,16,5974.5303,1814659,None,"LINESTRING (684040.9048759047 5146062.4, 684036.2025053997 5146107.5602047825)"
892,381,5653,0,35,53,12,1,47.42369,1.0,0.06957865472530866,1034.8431775214049,1,1.0,0.0,0.0,0.0,0.0,382,16,7.2273703,1814693,None,"LINESTRING (686739.0810896803 5144780.747165121, 686726.6 5144788.038388354)"
893,382,5652,0,35,52,12,2,293.71878,1.0,0.011016681256814211,1031.5435009137173,1,1.0,0.0,0.0,0.0,0.0,383,16,59.21748,1814693,None,"LINESTRING (686726.6 5144788.038388354, 686656.3201806464 5144829.094567322, 686650.4 5144834.669912721)"
894,383,5651,0,35,51,12,3,40.82027,1.2713604,0.08192860910351299,1028.307694729615,1,1.0,0.0,0.0,0.0,0.0,384,16,110.20123,1814693,None,"LINESTRING (686650.4 5144834.669912721, 686641.3423266162 5144843.2)"
895,384,5491,0,34,51,12,4,304.94055,1.5476497,0.011385999988890198,1024.9633467411804,1,1.0,0.0,0.0,0.0,0.0,385,16,162.89519,1814693,None,"LINESTRING (686641.3423266162 5144843.2, 686583.0979390439 5144898.051802276, 686574.2 5144907.44541425)"
896,385,5490,0,34,50,12,5,54.023396,1.7904067,0.06508777645020396,1021.4912936222538,1,1.0,0.0,0.0,0.0,0.0,386,16,217.60129,1814693,None,"LINESTRING (686574.2 5144907.44541425, 686562.87622214 5144919.4)"
897,386,5330,0,33,50,12,6,309.51102,2.0068765,0.011130789837896456,1017.975030930374,1,1.0,0.0,0.0,0.0,0.0,387,16,273.00394,1814693,None,"LINESTRING (686562.87622214 5144919.4, 686498 5144987.890248601)"
898,387,5329,0,33,49,12,7,46.666378,2.1986268,0.058257340777287066,1014.5299288493509,1,1.0,0.0,0.0,0.0,0.0,388,16,327.28537,1814693,None,"LINESTRING (686498 5144987.890248601, 686496.4944563436 5144989.479660806, 686486.1323083802 5144995.6)"
899,388,5169,0,32,49,12,8,234.40659,2.3390038,0.020333293371519102,1011.8112697621258,1,1.0,0.0,0.0,0.0,0.0,389,16,370.12088,1814693,None,"LINESTRING (686486.1323083802 5144995.6, 686447.3444402645 5145018.509816603, 686421.8 5145025.171231994)"
900,389,5168,0,32,48,12,9,258.3608,2.566862,0.018496437569011575,1007.0450118870066,1,1.0,0.0,0.0,0.0,0.0,390,16,445.21863,1814693,None,"LINESTRING (686421.8 5145025.171231994, 686345.6 5145045.042477853)"
901,390,5167,0,32,47,12,10,235.69843,2.7768276,0.011556733258317888,1002.2662573070257,1,1.0,0.0,0.0,0.0,0.0,391,16,520.51324,1814693,None,"LINESTRING (686345.6 5145045.042477853, 686298.7924044436 5145057.248845823, 686280.3802959305 5145071.8)"
902,391,5007,0,31,47,12,11,45.916584,2.8897724,0.07848127454697383,999.5423534765093,1,1.0,0.0,0.0,0.0,0.0,392,16,563.4314,1814693,None,"LINESTRING (686280.3802959305 5145071.8, 686269.4 5145080.47776653)"
903,392,5006,0,31,46,12,12,326.64658,3.0328152,0.010151876593833153,995.9387614401774,1,1.0,0.0,0.0,0.0,0.0,393,16,620.21,1814693,None,"LINESTRING (686269.4 5145080.47776653, 686233.73257934 5145108.665854642, 686196.5883499804 5145148)"
904,393,4846,0,30,46,12,13,16.19137,3.158797,0.1935593053627639,992.6226857115608,1,1.0,0.0,0.0,0.0,0.0,394,16,672.45856,1814693,None,"LINESTRING (686196.5883499804 5145148, 686193.2 5145151.588117265)"
905,394,4845,0,30,45,12,14,307.82104,3.273462,0.012007796014492669,989.488695379481,1,1.0,0.0,0.0,0.0,0.0,395,16,721.838,1814693,None,"LINESTRING (686193.2 5145151.588117265, 686191.7284284222 5145153.146448433, 686132.347932908 5145184.408324613, 686119.2838346104 5145196.708610313, 686117 5145202.932902061)"
906,395,4844,0,30,44,12,15,74.32259,3.4037993,0.0522241084151733,985.7924430630911,1,1.0,0.0,0.0,0.0,0.0,396,16,780.0767,1814693,None,"LINESTRING (686117 5145202.932902061, 686109.1966166922 5145224.2)"
907,396,4684,0,29,44,12,16,326.965,3.5355608,0.010698019030594082,981.9110118725818,1,1.0,0.0,0.0,0.0,0.0,397,16,841.2329,1814693,None,"LINESTRING (686109.1966166922 5145224.2, 686099.9140188266 5145249.498503245, 686078.6844128637 5145279.35793891, 686049.383111452 5145300.4)"
908,397,4524,0,28,44,12,17,34.668686,3.65028,0.08509124423474522,978.4131341194209,1,1.0,0.0,0.0,0.0,0.0,398,16,896.3459,1814693,None,"LINESTRING (686049.383111452 5145300.4, 686040.8 5145306.563765664)"
909,398,4523,0,28,43,12,18,270.32224,3.7443335,0.01902996177090243,975.4631324990928,1,1.0,0.0,0.0,0.0,0.0,399,16,942.82654,1814693,None,"LINESTRING (686040.8 5145306.563765664, 686034.5315387946 5145311.065318061, 685964.6 5145337.260986131)"
910,399,4522,0,28,42,12,19,261.52124,3.902992,0.019082135981301485,970.3189106991737,1,1.0,0.0,0.0,0.0,0.0,400,16,1023.87946,1814693,None,"LINESTRING (685964.6 5145337.260986131, 685921.4580688989 5145353.421530092, 685888.4 5145359.663850069)"
911,400,4521,0,28,41,12,20,254.41801,4.051045,0.011384848039561385,965.3285268310227,1,1.0,0.0,0.0,0.0,0.0,401,16,1102.5085,1814693,None,"LINESTRING (685888.4 5145359.663850069, 685812.2 5145374.052614993)"
912,401,4520,0,28,40,12,21,45.04213,4.134577,0.06910221094041082,962.4320163971131,1,1.0,0.0,0.0,0.0,0.0,402,16,1148.1464,1814693,None,"LINESTRING (685812.2 5145374.052614993, 685798.7095622515 5145376.6)"
913,402,4360,0,27,40,12,22,276.7497,4.2225194,0.0170050005033236,959.3195056620516,1,1.0,0.0,0.0,0.0,0.0,403,16,1197.1874,1814693,None,"LINESTRING (685798.7095622515 5145376.6, 685793.679440723 5145377.549832496, 685736 5145431.87437347)"
914,403,4359,0,27,39,12,23,209.80162,4.352157,0.012272289668477647,954.6133769622711,1,1.0,0.0,0.0,0.0,0.0,404,16,1271.3378,1814693,None,"LINESTRING (685736 5145431.87437347, 685730.9297398573 5145436.649724122, 685676.2838301004 5145452.8)"
915,404,4199,0,26,39,12,24,56.39325,4.4214945,0.0543854607147075,952.0386307027828,1,1.0,0.0,0.0,0.0,0.0,405,16,1311.9059,1814693,None,"LINESTRING (685676.2838301004 5145452.8, 685659.8 5145457.671698629)"
916,405,4198,0,26,38,12,25,260.68976,4.502711,0.01921258599176641,948.9716578468885,1,1.0,0.0,0.0,0.0,0.0,406,16,1360.2294,1814693,None,"LINESTRING (685659.8 5145457.671698629, 685583.6 5145480.192158574)"
917,406,4197,0,26,37,12,26,257.12524,4.63232,0.01963277913659252,943.963133448362,1,1.0,0.0,0.0,0.0,0.0,407,16,1439.1444,1814693,None,"LINESTRING (685583.6 5145480.192158574, 685559.1497185982 5145487.418294834, 685507.4 5145498.273730679)"
918,407,4196,0,26,36,12,27,264.77982,4.759427,0.011260186402383559,938.9150503197067,1,1.0,0.0,0.0,0.0,0.0,408,16,1518.6827,1814693,None,"LINESTRING (685507.4 5145498.273730679, 685484.9864753862 5145502.975371289, 685431.2 5145524.147628658)"
919,408,4195,0,26,35,12,28,43.463665,4.8329473,0.059790186539999506,935.9335802396306,1,1.0,0.0,0.0,0.0,0.0,409,16,1565.659,1814693,None,"LINESTRING (685431.2 5145524.147628658, 685418.8729274919 5145529)"
920,409,4035,0,25,35,12,29,225.20769,4.89614,0.021539394978062298,933.3348796010577,1,1.0,0.0,0.0,0.0,0.0,410,16,1606.6045,1814693,None,"LINESTRING (685418.8729274919 5145529, 685355 5145554.142641343)"
921,410,4034,0,25,34,12,30,276.30396,5.0119934,0.013220862832969473,928.4840422705284,1,1.0,0.0,0.0,0.0,0.0,411,16,1683.0349,1814693,None,"LINESTRING (685355 5145554.142641343, 685304.9861057058 5145573.829877483, 685278.8 5145589.405555704)"
922,411,4033,0,25,33,12,31,101.365425,5.0975223,0.03339189854286479,924.8310655802336,1,1.0,0.0,0.0,0.0,0.0,412,16,1740.5917,1814693,None,"LINESTRING (685278.8 5145589.405555704, 685252.2461008992 5145605.2)"
923,412,3873,0,24,33,12,32,248.57565,5.1755257,0.012627628514304002,921.4462815892107,1,1.0,0.0,0.0,0.0,0.0,413,16,1793.9227,1814693,None,"LINESTRING (685252.2461008992 5145605.2, 685248.0625215098 5145607.688422185, 685214.0662720959 5145639.704035068, 685202.6 5145661.014844965)"
924,413,3872,0,24,32,12,33,75.94676,5.2468405,0.04751499580709665,918.3073605844643,1,1.0,0.0,0.0,0.0,0.0,414,16,1843.38,1814693,None,"LINESTRING (685202.6 5145661.014844965, 685191.631776104 5145681.4)"
925,414,3712,0,23,32,12,34,297.1364,5.3276615,0.01531772819724835,914.6987505024348,1,1.0,0.0,0.0,0.0,0.0,415,16,1900.2378,1814693,None,"LINESTRING (685191.631776104 5145681.4, 685179.0840585543 5145704.720746369, 685137.4736798871 5145736.519233807, 685126.4 5145740.34382486)"
926,415,3711,0,23,31,12,35,173.42308,5.427904,0.014638610952823174,910.1472956817997,1,1.0,0.0,0.0,0.0,0.0,416,16,1971.951,1814693,None,"LINESTRING (685126.4 5145740.34382486, 685076.4366556995 5145757.6)"
927,416,3551,0,22,31,12,36,89.04147,5.483031,0.03709436275260296,907.6086226769349,1,1.0,0.0,0.0,0.0,0.0,417,16,2011.9507,1814693,None,"LINESTRING (685076.4366556995 5145757.6, 685063.010260389 5145762.237164149, 685050.2 5145764.030771414)"
928,417,3550,0,22,30,12,37,252.43857,5.5539446,0.01934485432703523,904.3056859630293,1,1.0,0.0,0.0,0.0,0.0,418,16,2063.9922,1814693,None,"LINESTRING (685050.2 5145764.030771414, 684974 5145774.6997874575)"
929,418,3549,0,22,29,12,38,252.43857,5.657182,0.02081732539532113,899.4222986363147,1,1.0,0.0,0.0,0.0,0.0,419,16,2140.9355,1814693,None,"LINESTRING (684974 5145774.6997874575, 684897.8 5145785.368803501)"
930,419,3548,0,22,28,12,39,290.8683,5.7662396,0.011483613654730867,894.167202821531,1,1.0,0.0,0.0,0.0,0.0,420,16,2223.7356,1814693,None,"LINESTRING (684897.8 5145785.368803501, 684853.746541613 5145791.536875079, 684821.6 5145821.8336881045)"
931,420,3547,0,22,27,12,40,54.46562,5.8345118,0.05767181965299184,890.826983799168,1,1.0,0.0,0.0,0.0,0.0,421,16,2276.3645,1814693,None,"LINESTRING (684821.6 5145821.8336881045, 684819.7581032043 5145823.569601208, 684810.0985409637 5145833.8)"
932,421,3387,0,21,27,12,41,270.28583,5.8980026,0.018769197946989294,887.6858524928815,1,1.0,0.0,0.0,0.0,0.0,422,16,2325.8564,1814693,None,"LINESTRING (684810.0985409637 5145833.8, 684777.7646425095 5145868.044685985, 684754.5350111634 5145880.045568603, 684745.4 5145879.771669279)"
933,422,3386,0,21,26,12,42,254.19864,5.999142,0.014676860127823266,882.6128042917021,1,1.0,0.0,0.0,0.0,0.0,423,16,2405.7878,1814693,None,"LINESTRING (684745.4 5145879.771669279, 684673.300329684 5145877.609871051, 684669.2 5145881.042786259)"
934,423,3385,0,21,25,12,43,131.52069,6.072461,0.030866600376597997,878.8819664236487,1,1.0,0.0,0.0,0.0,0.0,424,16,2464.5715,1814693,None,"LINESTRING (684669.2 5145881.042786259, 684649.8437342497 5145897.248414633, 684642.2470042863 5145910)"
935,424,3225,0,20,25,12,44,288.1878,6.1512604,0.010850728802908447,874.8223698158297,1,1.0,0.0,0.0,0.0,0.0,425,16,2528.5352,1814693,None,"LINESTRING (684642.2470042863 5145910, 684636.4596775686 5145919.714389091, 684625.6255308681 5145942.2653859975, 684598.729622702 5145986.2)"
936,425,3065,0,19,25,12,45,35.108658,6.211286,0.1017207938137665,871.6953220975619,1,1.0,0.0,0.0,0.0,0.0,426,16,2577.8054,1814693,None,"LINESTRING (684598.729622702 5145986.2, 684593.5518105869 5145994.657984585, 684593 5145995.215047643)"
937,426,3064,0,19,24,12,46,334.11362,6.2791452,0.013640484917374891,868.1240415526551,1,1.0,0.0,0.0,0.0,0.0,427,16,2634.075,1814693,None,"LINESTRING (684593 5145995.215047643, 684556.8771421409 5146031.681744989, 684525.5709304062 5146058.696496695, 684516.8 5146061.33098372)"
938,427,2903,0,18,23,12,47,137.06815,6.369103,0.01734849119250295,863.5665698000496,1,1.0,0.0,0.0,0.0,0.0,428,16,2709.599,1814693,None,"LINESTRING (684513.2409513823 5146062.4, 684494.7949757717 5146067.940539162, 684472.9689652068 5146062.4)"
939,428,3063,0,19,23,12,48,108.77843,6.413268,0.020597171196907717,861.1886442806991,1,1.0,0.0,0.0,0.0,0.0,429,16,2747.0662,1814693,None,"LINESTRING (684472.9689652068 5146062.4, 684449.40286658 5146056.417738976, 684440.6 5146057.249970008)"
940,429,3062,0,19,22,12,49,122.861115,6.454608,0.02088375285105309,858.9481163946953,1,1.0,0.0,0.0,0.0,0.0,430,16,2782.3682,1814693,None,"LINESTRING (684440.6 5146057.249970008, 684408.6326955401 5146060.272188117, 684403.7368803066 5146062.4)"
