#k i j head boundname
4 25 23 287.051 perimeter-heads
4 25 24 286.615 perimeter-heads
4 1 2 312.399 perimeter-heads
4 1 3 312.234 perimeter-heads
4 1 4 311.99 perimeter-heads
4 1 5 311.696 perimeter-heads
4 1 6 311.374 perimeter-heads
4 1 7 311.003 perimeter-heads
4 1 8 310.579 perimeter-heads
4 1 9 310.061 perimeter-heads
4 1 10 309.492 perimeter-heads
4 1 11 308.92 perimeter-heads
4 1 12 308.312 perimeter-heads
4 1 13 307.627 perimeter-heads
4 1 14 306.799 perimeter-heads
4 1 15 305.921 perimeter-heads
4 1 16 305.033 perimeter-heads
4 1 17 304.144 perimeter-heads
4 1 18 303.195 perimeter-heads
4 1 19 302.254 perimeter-heads
4 1 20 301.489 perimeter-heads
4 1 21 300.77 perimeter-heads
4 1 22 300.05 perimeter-heads
4 1 23 299.372 perimeter-heads
4 1 24 298.687 perimeter-heads
5 1 25 297.989 perimeter-heads
5 2 25 297.315 perimeter-heads
5 3 25 296.609 perimeter-heads
5 4 25 295.909 perimeter-heads
5 5 25 295.208 perimeter-heads
5 6 25 294.461 perimeter-heads
5 7 25 293.64 perimeter-heads
5 8 25 292.767 perimeter-heads
5 9 25 291.929 perimeter-heads
5 10 25 291.248 perimeter-heads
5 11 25 290.692 perimeter-heads
5 12 25 290.264 perimeter-heads
5 13 25 289.986 perimeter-heads
5 14 25 289.758 perimeter-heads
5 15 25 289.529 perimeter-heads
5 16 25 289.285 perimeter-heads
5 17 25 289.031 perimeter-heads
5 18 25 288.764 perimeter-heads
5 19 25 288.492 perimeter-heads
5 20 25 288.201 perimeter-heads
5 21 25 287.873 perimeter-heads
5 22 25 287.515 perimeter-heads
5 23 25 287.122 perimeter-heads
5 24 25 286.706 perimeter-heads
5 25 25 286.303 perimeter-heads
5 1 1 312.542 perimeter-heads
5 2 1 312.332 perimeter-heads
5 3 1 312.116 perimeter-heads
5 4 1 311.897 perimeter-heads
5 5 1 311.68 perimeter-heads
5 6 1 311.448 perimeter-heads
5 7 1 311.202 perimeter-heads
5 8 1 310.933 perimeter-heads
5 9 1 310.645 perimeter-heads
5 10 1 310.354 perimeter-heads
5 11 1 310.065 perimeter-heads
5 12 1 309.773 perimeter-heads
5 13 1 309.477 perimeter-heads
5 14 1 309.174 perimeter-heads
5 15 1 308.867 perimeter-heads
5 16 1 308.559 perimeter-heads
5 17 1 308.253 perimeter-heads
5 18 1 307.932 perimeter-heads
5 19 1 307.594 perimeter-heads
5 20 1 307.231 perimeter-heads
5 21 1 306.843 perimeter-heads
5 22 1 306.432 perimeter-heads
5 23 1 306 perimeter-heads
5 24 1 305.55 perimeter-heads
5 25 1 305.087 perimeter-heads
5 25 2 304.499 perimeter-heads
5 25 3 303.876 perimeter-heads
5 25 4 303.215 perimeter-heads
5 25 5 302.513 perimeter-heads
5 25 6 301.762 perimeter-heads
5 25 7 300.954 perimeter-heads
5 25 8 300.09 perimeter-heads
5 25 9 299.225 perimeter-heads
5 25 10 298.329 perimeter-heads
5 25 11 297.41 perimeter-heads
5 25 12 296.479 perimeter-heads
5 25 13 295.546 perimeter-heads
5 25 14 294.592 perimeter-heads
5 25 15 293.631 perimeter-heads
5 25 16 292.665 perimeter-heads
5 25 17 291.715 perimeter-heads
5 25 18 290.799 perimeter-heads
5 25 19 289.922 perimeter-heads
5 25 20 289.242 perimeter-heads
5 25 21 288.6 perimeter-heads
5 25 22 287.993 perimeter-heads
5 25 23 287.401 perimeter-heads
5 25 24 286.845 perimeter-heads
5 1 2 312.371 perimeter-heads
5 1 3 312.177 perimeter-heads
5 1 4 311.936 perimeter-heads
5 1 5 311.645 perimeter-heads
5 1 6 311.302 perimeter-heads
5 1 7 310.909 perimeter-heads
5 1 8 310.461 perimeter-heads
5 1 9 309.958 perimeter-heads
5 1 10 309.407 perimeter-heads
5 1 11 308.816 perimeter-heads
5 1 12 308.177 perimeter-heads
5 1 13 307.475 perimeter-heads
5 1 14 306.699 perimeter-heads
5 1 15 305.876 perimeter-heads
5 1 16 305.022 perimeter-heads
5 1 17 304.139 perimeter-heads
5 1 18 303.237 perimeter-heads
5 1 19 302.356 perimeter-heads
5 1 20 301.551 perimeter-heads
5 1 21 300.797 perimeter-heads
5 1 22 300.071 perimeter-heads
5 1 23 299.369 perimeter-heads
5 1 24 298.677 perimeter-heads
