#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
17 4 8 11 136.09346 18.55635169640517 0.0034925216278133423 34.41736546497778 1 1.0 0.03700000047683716 2 1.0 0 17955689
18 4 8 10 241.56232 18.558963810252266 0.0012585783672015636 33.94205611223392 1 1.0 0.03700000047683716 2 1.0 0 17955689
19 4 8 10 489.6241 18.563857078552246 0.0001 33.638031005859375 1 1.0 0.03700000047683716 2 1.0 0 17955711
20 4 8 10 254.3504 18.793034877943036 0.0001 33.625018278212785 1 1.0 0.03700000047683716 2 1.0 0 17955739
21 4 9 10 153.73366 18.795687046216962 0.0001 33.60414044007802 1 1.0 0.03700000047683716 2 1.0 0 17955739
22 4 9 10 577.2553 18.828734217843714 0.0001 33.590926750834925 1 1.0 0.03700000047683716 2 1.0 0 938030572
23 4 9 11 553.964 18.836072914408945 0.0001 33.58044540098305 1 1.0 0.03700000047683716 2 1.0 0 938030572
24 4 10 11 223.71275 18.84111803277509 0.00015852815337921196 33.57323980934023 1 1.0 0.03700000047683716 2 1.0 0 938030572
25 4 10 23 636.6879 4.022155863872113 0.0001 38.27274703979492 1 1.0 0.03700000047683716 1 1.0 0 17955893
26 4 9 22 395.87054 4.0513147570828885 0.0001 38.27274703979492 1 1.0 0.03700000047683716 2 1.0 0 17955893
27 4 10 22 1108.653 4.093801695268456 0.0001 38.27274703979492 1 1.0 0.03700000047683716 2 1.0 0 17955893
28 4 11 22 227.21962 4.131526016602419 0.0001 38.27274703979492 1 1.0 0.03700000047683716 2 1.0 0 17955893
29 4 11 21 1150.314 4.170426825881467 0.0001 38.27274703979492 1 1.0 0.03700000047683716 2 1.0 0 17955893
30 4 11 20 613.53125 4.220236864451452 0.0001 38.27274703979492 1 1.0 0.03700000047683716 2 1.0 0 17955893
31 4 10 11 74.29544 18.98200225830078 0.0005397469927709961 33.53777503967285 1 1.0 0.03700000047683716 2 1.0 0 938030573
32 4 11 20 656.8548 4.349182747944667 0.0001084928558332697 38.245890672584636 1 1.0 0.03700000047683716 2 1.0 0 17955879
33 4 10 19 1086.1262 4.395755004568268 0.0001 38.17462661975091 1 1.0 0.03700000047683716 2 1.0 0 17955879
34 4 10 18 636.4053 4.441780855437681 0.000409498456821331 38.10419866744909 1 1.0 0.03700000047683716 2 1.0 0 17955879
35 4 10 11 1053.5045 18.989260977953297 0.0001 33.49767429899256 1 1.0 0.03700000047683716 2 1.0 0 17955835
36 4 10 12 211.0589 18.99740154270396 0.0001 33.48962147228747 1 1.0 0.03700000047683716 2 1.0 0 17955835
37 1 9 5 1651.1492 19.867655754089355 0.0001 32.91991424560547 1 1.0 0.03700000047683716 1 1.0 0 17958153
38 4 10 18 173.6006 4.668884515762329 0.0017460098581013126 37.84359169006348 1 1.0 0.03700000047683716 2 1.0 0 17955805
39 4 10 12 154.76143 19.045183181762695 0.0001 33.488277435302734 1 1.0 0.03700000047683716 2 1.0 0 17955845
40 1 9 5 222.74397 19.893716977570765 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
41 1 10 5 487.3536 19.89810157435529 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
42 1 10 6 312.1024 19.903037926781305 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
43 1 10 5 203.54909 19.90622188899376 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
44 1 10 6 263.05402 19.909102994620774 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
45 1 11 6 1228.1797 19.91831082523277 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
46 4 11 7 651.97723 19.929920118888575 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
47 4 12 7 180.46259 19.93506013568827 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
48 1 12 6 827.8507 19.941286108219263 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957903
49 4 10 18 451.77704 5.1536725324418695 0.0005220704096415001 37.54048332900244 1 1.0 0.03700000047683716 2 1.0 0 17955819
50 4 9 17 1103.2919 5.188527226816212 0.00017092314967969476 37.304623905407375 1 1.0 0.03700000047683716 2 1.0 0 17955819
51 4 9 16 140.0418 5.216394812892977 0.001470749754225759 37.116045783950945 1 1.0 0.03700000047683716 2 1.0 0 17955819
52 4 10 16 1217.9365 5.246831998711896 0.00019881895633928727 36.91007935010408 1 1.0 0.03700000047683716 2 1.0 0 17955819
53 4 8 15 307.98782 3.2415058234480387 0.0006523745062098209 37.27877743564523 1 1.0 0.03700000047683716 1 1.0 0 17955821
54 4 9 15 1010.96204 3.2881050748840246 0.00022143169428719443 37.0778540313797 1 1.0 0.03700000047683716 2 1.0 0 17955821
55 4 10 15 458.54755 3.3400236832073724 0.0002164388598320741 36.85399499485878 1 1.0 0.03700000047683716 2 1.0 0 17955821
56 4 10 16 192.95674 3.3630417064293368 0.0004499298885001401 36.754747486740044 1 1.0 0.03700000047683716 2 1.0 0 17955821
57 4 10 14 367.43936 4.057380197667019 0.0001 36.70667266845703 1 1.0 0.03700000047683716 1 1.0 0 17955809
58 4 10 13 547.9275 4.083244321102826 0.0005301812954533884 36.70667266845703 1 1.0 0.03700000047683716 2 1.0 0 17955809
59 4 11 12 1043.7516 19.718868708363942 0.0001 33.48074317491936 1 1.0 0.03700000047683716 2 1.0 0 17955907
60 4 12 12 60.352333 19.725721079969855 0.00011395858979420876 33.47277326499028 1 1.0 0.03700000047683716 2 1.0 0 17955907
61 4 12 11 892.4386 19.731634362414784 0.0006117859015218767 33.465895598222964 1 1.0 0.03700000047683716 2 1.0 0 17955907
62 4 12 7 308.38718 22.02010549099091 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
63 4 13 7 408.78516 22.024102312359705 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
64 4 12 7 1011.4173 22.032017139142983 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
65 4 12 8 750.88696 22.04183851001342 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
66 4 11 8 585.7987 22.049287895131005 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
67 4 11 9 1303.6846 22.059818037797054 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
68 4 12 9 361.3985 22.06909759094771 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
69 4 12 10 282.57385 22.072686462734364 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
70 4 11 10 660.79047 22.077943862991162 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
71 4 12 10 1019.84735 22.08731009739834 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
72 4 12 11 402.22534 22.09523534503526 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955933
73 4 17 22 223.72618 2.955627450162533 0.0001 36.7502326965332 1 1.0 0.03700000047683716 1 1.0 0 17956199
74 4 18 22 311.5249 2.9761294219918093 0.0003870291852075931 36.7502326965332 1 1.0 0.03700000047683716 2 1.0 0 17956199
75 4 10 15 363.17252 6.303111387021762 0.0003741143343302971 36.66793048162673 1 1.0 0.03700000047683716 3 1.0 0 17955905
76 4 11 15 496.13037 6.319285511891544 0.0003510203836444411 36.53206243760529 1 1.0 0.03700000047683716 2 1.0 0 17955905
77 4 11 16 605.29987 6.3400170544975625 0.0002477001469529875 36.3579105644063 1 1.0 0.03700000047683716 2 1.0 0 17955905
78 4 12 16 342.95654 6.357865496412085 0.0018788150031033438 36.20797769871618 1 1.0 0.03700000047683716 2 1.0 0 17955905
79 4 10 13 595.67303 4.30422381064331 0.0005501463073580548 36.41617176187005 1 1.0 0.03700000047683716 2 1.0 0 17955829
80 4 10 12 76.29178 4.322228468116702 0.0015415465424446332 36.0884644414547 1 1.0 0.03700000047683716 2 1.0 0 17955829
81 4 12 11 671.19965 22.756366965516847 0.0001 32.91991424560547 1 1.0 0.03700000047683716 3 1.0 0 17955969
82 4 13 11 1238.3945 22.76668883138055 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955969
83 4 13 12 1502.292 22.781502972101173 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955969
84 4 18 22 444.39325 3.2254979610443115 0.000312875249045323 36.62966346740723 1 1.0 0.03700000047683716 2 1.0 0 17956213
85 4 12 16 812.9935 6.561573739324133 0.0002947421883914489 35.563625800374034 1 1.0 0.03700000047683716 2 1.0 0 17955951
86 4 12 15 55.261 6.577062792767906 0.004043680504855402 35.32400230811315 1 1.0 0.03700000047683716 2 1.0 0 17955951
87 4 13 15 754.4186 6.591506912219322 0.0007950166763282856 35.10054447331736 1 1.0 0.03700000047683716 2 1.0 0 17955951
88 4 10 12 187.67647 19.249186276840955 0.0025367386927921697 35.97085711399171 1 1.0 0.03700000047683716 2 1.0 0 17955973
89 4 11 12 923.6305 19.256238071166123 0.0005559837172596613 35.49477095615461 1 1.0 0.03700000047683716 2 1.0 0 17955973
90 4 11 13 275.06476 19.263844388109078 0.002001967877748769 34.98124744119088 1 1.0 0.03700000047683716 2 1.0 0 17955973
91 4 12 13 1010.342 19.27200093127259 0.000794629986377145 34.43057663077199 1 1.0 0.03700000047683716 2 1.0 0 17955973
92 4 13 13 863.71063 19.28389272672903 0.0008195040386080172 33.62772859698385 1 1.0 0.03700000047683716 2 1.0 0 17955973
93 4 13 12 156.36179 22.79652738496866 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955975
94 4 13 13 151.5944 22.798190592811654 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17955975
95 4 18 22 161.49025 3.5401549758923467 0.0006368883273443301 36.49062381879219 1 1.0 0.03700000047683716 2 1.0 0 17957969
96 4 18 21 737.7571 3.568511789340717 0.0002749095620138638 36.387772563820505 1 1.0 0.03700000047683716 2 1.0 0 17957969
97 4 17 21 1035.5045 3.6244297163400327 0.00022386293567583972 36.1849560880636 1 1.0 0.03700000047683716 2 1.0 0 17957969
98 4 16 21 991.2617 3.6883416596679557 0.00012207625382530676 35.95314500707158 1 1.0 0.03700000047683716 2 1.0 0 17957969
99 4 16 20 66.74693 3.7217048335567857 0.0004378553994482084 35.83213548988615 1 1.0 0.03700000047683716 2 1.0 0 17957969
100 4 15 20 188.77675 3.729762510573404 0.00035233544606882094 35.80290998488276 1 1.0 0.03700000047683716 2 1.0 0 17957969
101 4 13 15 930.7356 7.248987333037598 0.0007276460649797904 34.50076912199973 1 1.0 0.03700000047683716 2 1.0 0 17956025
102 4 14 15 679.03827 7.2750975053093265 0.0006310980791547676 33.82352302824973 1 1.0 0.03700000047683716 2 1.0 0 17956025
103 4 13 13 407.3329 22.83637768430831 0.0001 32.91991424560547 1 1.0 0.03700000047683716 3 1.0 0 17956047
104 4 14 13 900.32275 22.843424088795814 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17956047
105 4 14 14 558.095 22.851282886546347 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17956047
106 4 15 14 445.79443 22.85669242164764 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17956047
107 4 15 20 952.12286 3.7636976261100115 0.0001 35.736397244937194 1 1.0 0.03700000047683716 2 1.0 0 17956121
108 4 15 19 1023.58716 3.8217623827565257 0.00010130506538851485 35.64318270632517 1 1.0 0.03700000047683716 2 1.0 0 17956121
109 4 15 18 1174.2501 3.8863553069231958 0.0001 35.53948814233256 1 1.0 0.03700000047683716 2 1.0 0 17956121
110 4 15 17 1244.7539 3.957448169873529 0.0001 35.42535887009835 1 1.0 0.03700000047683716 2 1.0 0 17956121
111 4 16 17 1271.5502 4.0314006359392165 0.0001 35.30663892013799 1 1.0 0.03700000047683716 2 1.0 0 17956121
112 4 17 17 294.226 4.077417727683353 0.0004909723068908566 35.232765158790635 1 1.0 0.03700000047683716 2 1.0 0 17956121
113 4 14 15 391.37238 7.349757931934767 0.000586338594064211 33.394983280984135 1 1.0 0.03700000047683716 2 1.0 0 17956055
114 4 15 15 237.28075 7.359818885746445 0.0007000286900382037 33.165506552584766 1 1.0 0.03700000047683716 2 1.0 0 17956055
115 4 15 14 217.76057 7.36710135810831 0.0003650292395869345 32.99940322246911 1 1.0 0.03700000047683716 2 1.0 0 17956055
116 4 15 14 201.6002 22.8971586227417 0.0001 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17956057
117 4 17 17 373.31613 4.219255208969116 0.0010053740252760953 35.088308334350586 1 1.0 0.03700000047683716 2 1.0 0 17956139
118 4 15 14 62.79178 23.757138715362043 0.0001 32.91991424560547 1 1.0 0.03700000047683716 3 1.0 0 17956075
119 4 15 15 336.40793 23.75920914230296 0.0008027859088358083 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17956075
120 4 17 17 438.50827 4.402983665466309 0.002014021760730938 34.71298599243164 1 1.0 0.03700000047683716 2 1.0 0 17956161
121 1 14 6 989.15027 2.4059052129496252 0.0001 35.69922637939453 1 1.0 0.03700000047683716 1 1.0 0 17956107
122 1 13 6 551.1244 2.4690175552321314 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
123 4 13 7 1219.3789 2.5415634651370884 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
124 1 14 7 1220.3386 2.6415302364893685 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
125 1 15 7 946.3642 2.7303103247409766 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
126 1 15 8 905.7902 2.806201857842521 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
127 1 16 8 531.92285 2.86511176379014 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
128 4 16 9 1298.2706 2.940103453278205 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
129 4 17 9 340.49152 3.0072513218692407 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
130 4 17 10 467.7516 3.0403688320195634 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
131 4 16 10 570.8549 3.0829254167728286 0.0001 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
132 4 16 11 794.2573 3.138860572902175 0.00044015259832121947 35.69922637939453 1 1.0 0.03700000047683716 2 1.0 0 17956107
133 4 15 15 584.18994 23.78039307609992 0.0007858496559739423 32.64985070101168 1 1.0 0.03700000047683716 2 1.0 0 17956091
134 4 16 15 408.88416 23.78554101005988 0.0005375475373207007 32.19076523653414 1 1.0 0.03700000047683716 2 1.0 0 17956091
135 4 17 16 1181.2313 4.595020522012823 0.0006306974119949578 33.82982079386012 1 1.0 0.03700000047683716 2 1.0 0 17956151
136 4 16 16 197.2023 4.629523056988172 0.003016343030146826 33.084821255323895 1 1.0 0.03700000047683716 2 1.0 0 17956151
137 4 16 15 903.3799 4.657070906942542 0.000574532279447845 32.48999146909704 1 1.0 0.03700000047683716 2 1.0 0 17956151
138 4 16 11 720.16724 3.639666682906763 0.0010820593749202392 35.34963195440399 1 1.0 0.03700000047683716 2 1.0 0 17956169
139 4 16 12 885.122 3.688919355110894 0.0009591487834982919 34.57036824482474 1 1.0 0.03700000047683716 2 1.0 0 17956169
140 4 17 12 863.7497 3.74257735334533 0.0011522993267760841 33.721404546378814 1 1.0 0.03700000047683716 2 1.0 0 17956169
141 4 17 13 1186.5725 3.805484293558125 0.0006190563203608923 32.72610635452982 1 1.0 0.03700000047683716 2 1.0 0 17956169
142 4 17 14 326.61642 3.851911204775442 0.000496081131798494 31.991551142792922 1 1.0 0.03700000047683716 2 1.0 0 17956169
143 4 16 15 838.2556 24.28695636041808 0.0001 31.97097056581745 1 1.0 0.03700000047683716 3 1.0 0 17957929
144 4 17 15 425.44507 24.293373603508776 0.00012598292923269807 31.924579530008195 1 1.0 0.03700000047683716 2 1.0 0 17957929
145 4 17 14 1034.5969 24.300787894335812 0.0001 31.870980714068676 1 1.0 0.03700000047683716 2 1.0 0 17957929
146 4 17 14 157.261 24.64065940795407 0.0001 31.82952289723295 1 1.0 0.03700000047683716 3 1.0 0 17957955
147 4 18 14 408.85715 24.643509151244277 0.0001 31.81700514253758 1 1.0 0.03700000047683716 2 1.0 0 17957955
148 4 18 14 650.9277 24.648843929768383 0.0001 31.793571646212357 1 1.0 0.03700000047683716 2 1.0 0 17957955
149 4 18 14 526.4451 24.66966142516309 0.0001 31.771452378198394 1 1.0 0.03700000047683716 2 1.0 0 17957983
150 4 19 14 1433.8779 24.679572451871977 0.0001 31.74268218550623 1 1.0 0.03700000047683716 2 1.0 0 17957983
151 4 19 13 1297.7224 24.693382911880747 0.0001 31.702592535130915 1 1.0 0.03700000047683716 2 1.0 0 17957983
152 4 19 12 324.94995 24.70158684280865 0.0001 31.678777780054407 1 1.0 0.03700000047683716 2 1.0 0 17957983
153 4 19 13 249.62218 24.704491770422315 0.0001 31.670345220072807 1 1.0 0.03700000047683716 2 1.0 0 17957983
154 4 20 12 566.97156 24.70862031346713 0.00017260894362609812 31.658360691887577 1 1.0 0.03700000047683716 2 1.0 0 17957983
155 4 20 12 197.09775 24.71247100830078 0.0006203667982484164 31.56049633026123 1 1.0 0.03700000047683716 2 1.0 0 17956315
156 4 20 12 648.9151 24.72023141515556 0.0001 31.438223431514874 1 1.0 0.03700000047683716 2 1.0 0 17956369
157 4 21 12 583.4713 24.726384640414626 0.0001 31.376065124028674 1 1.0 0.03700000047683716 2 1.0 0 17956369
158 4 21 13 316.51828 24.73087822966383 0.0001 31.330672034956034 1 1.0 0.03700000047683716 2 1.0 0 17956369
159 4 21 12 159.44188 24.73325466779545 0.0007194968372689683 31.306665864876475 1 1.0 0.03700000047683716 2 1.0 0 17956369
160 4 21 12 151.27428 24.734804153442383 0.0007153491117466375 31.19194793701172 1 1.0 0.03700000047683716 2 1.0 0 17956377
161 4 21 12 66.95304 24.87568116584566 0.0001 31.083734017520367 1 1.0 0.03700000047683716 2 1.0 0 17956381
162 4 22 12 51.090534 24.87626672191378 0.0006337132417682386 31.081022721263587 1 1.0 0.03700000047683716 2 1.0 0 17956381
163 4 27 26 437.29074 3.1031025676771247 0.0001 34.78607177734375 1 1.0 0.03700000047683716 1 1.0 0 17956813
164 4 27 25 1085.5255 3.1574131927652527 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17956813
165 4 27 24 1137.1465 3.2366838950956214 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17956813
166 4 27 23 424.42932 3.2923768573261034 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17956813
167 4 22 12 190.58434 24.928353309631348 0.00036574864883365954 31.048645973205566 1 1.0 0.03700000047683716 2 1.0 0 17956389
168 4 27 23 595.44794 3.3278904552762434 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17958269
169 4 27 22 1031.8953 3.383578894300321 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17958269
170 4 27 21 925.20593 3.450551804016115 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17958269
171 4 22 13 299.59183 24.931029319763184 0.0004920397472410097 30.9789400100708 1 1.0 0.03700000047683716 2 1.0 0 17956399
172 4 26 21 1302.6047 4.570434627281562 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17958265
173 4 26 20 523.07184 4.616509017692939 0.0001 34.78607177734375 1 1.0 0.03700000047683716 2 1.0 0 17958265
174 4 22 13 1455.5765 24.941339106654496 0.0001 30.831528923045084 1 1.0 0.03700000047683716 2 1.0 0 17958025
175 4 22 14 147.76237 24.949274053627796 0.0006303705856483117 30.711564741871268 1 1.0 0.03700000047683716 2 1.0 0 17958025
176 4 23 14 1097.1346 24.955435068218492 0.0001 30.61841968708268 1 1.0 0.03700000047683716 2 1.0 0 17958025
177 4 23 13 362.72836 24.962659950599573 0.00011196375134444377 30.509190589290363 1 1.0 0.03700000047683716 2 1.0 0 17958025
178 1 24 13 180.06244 24.96534623129957 0.00021087658529980095 30.4685781610457 1 1.0 0.03700000047683716 2 1.0 0 17958025
179 4 23 13 327.42453 24.967857793416172 0.00038112709075108426 30.43060720877604 1 1.0 0.03700000047683716 2 1.0 0 17958025
180 1 24 13 1340.417 24.97611196452248 0.0001 30.30581685020543 1 1.0 0.03700000047683716 2 1.0 0 17958025
181 1 25 13 315.49176 24.984307078514746 0.00033567259190671545 30.181919344271726 1 1.0 0.03700000047683716 2 1.0 0 17958025
182 4 25 17 903.98254 3.9269521209903036 0.00016147155590479642 34.906617821123184 1 1.0 0.03700000047683716 1 1.0 0 17956705
183 4 26 17 235.37592 3.960241192321494 0.002239045191514078 34.76065035324156 1 1.0 0.03700000047683716 2 1.0 0 17956705
184 4 26 20 107.1941 4.632346524350792 0.0001 34.78512663384785 1 1.0 0.03700000047683716 2 1.0 0 17958031
185 4 25 20 438.8258 4.645777742066153 0.0001 34.78031230964281 1 1.0 0.03700000047683716 2 1.0 0 17958031
186 4 25 19 376.4787 4.6658329329603765 0.0001 34.77312366949081 1 1.0 0.03700000047683716 2 1.0 0 17958031
187 4 26 19 852.2642 4.69605804743152 0.0001 34.7622896927597 1 1.0 0.03700000047683716 2 1.0 0 17958031
188 4 26 18 1059.0656 4.7430737104214336 0.0001 34.74543726365421 1 1.0 0.03700000047683716 2 1.0 0 17958031
189 4 26 17 317.78513 4.776942037062345 0.0015723340133338294 34.73329740350249 1 1.0 0.03700000047683716 2 1.0 0 17958031
190 1 25 13 332.71286 24.987512978905684 0.000511507419956321 30.076017407382086 1 1.0 0.03700000047683716 2 1.0 0 17956665
191 1 25 12 355.32217 24.99091378166883 0.00031855946951498044 29.90583231072225 1 1.0 0.03700000047683716 2 1.0 0 17956665
192 4 25 35 559.1997 64.7513198852539 0.0001 34.17790222167969 1 1.0 0.03700000047683716 1 1.0 0 18022246
193 4 26 35 901.48535 64.7513198852539 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022246
194 4 26 34 886.8888 64.7513198852539 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022246
195 4 26 17 713.8608 6.270920515060425 0.0009130492641396416 34.233633041381836 1 1.0 0.03700000047683716 3 1.0 0 17956715
196 1 25 12 389.01617 25.071524056593333 0.0001 29.79264106744288 1 1.0 0.03700000047683716 2 1.0 0 17956683
197 1 26 12 64.227036 25.073755654493723 0.0006476524056893099 29.76316108697413 1 1.0 0.03700000047683716 2 1.0 0 17956683
198 4 26 34 125.86149 70.53642272949219 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022250
199 4 27 34 181.33502 70.53642272949219 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022250
200 4 26 33 1184.1481 70.53642272949219 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022250
201 4 26 32 903.904 70.53642272949219 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022250
202 4 26 16 906.6547 6.412394422687608 0.0003520748549775929 33.5818429825925 1 1.0 0.03700000047683716 2 1.0 0 17956825
203 4 27 16 961.4014 6.446372846194907 0.0002387811373827711 33.262632652082814 1 1.0 0.03700000047683716 2 1.0 0 17956825
204 1 27 15 382.0371 6.470808899663595 0.00033892009297762466 33.03306812557039 1 1.0 0.03700000047683716 2 1.0 0 17956825
205 1 28 15 375.69556 6.484591436265698 0.00054812212682402 32.90358807294011 1 1.0 0.03700000047683716 2 1.0 0 17956825
206 1 26 12 942.08777 25.078712463378906 0.0001 29.721564292907715 1 1.0 0.03700000047683716 2 1.0 0 17956745
207 4 9 25 1072.6873 3.4199737789245113 0.0001 36.61037063598633 1 1.0 0.03700000047683716 1 1.0 0 18046688
208 4 9 26 1053.1478 3.4928601183246 0.0001 36.61037063598633 1 1.0 0.03700000047683716 2 1.0 0 18046688
209 4 26 32 303.75287 69.27659606933594 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022244
210 4 7 31 991.55597 70.36021423339844 0.0001 36.46606636047363 1 1.0 0.03700000047683716 1 1.0 0 18047208
211 4 24 16 286.62708 3.0351993899369245 0.0002159870455209411 32.651860610928054 1 1.0 0.03700000047683716 1 1.0 0 17956913
212 4 25 15 1370.1298 3.101126375854849 0.0001 32.58995287579031 1 1.0 0.03700000047683716 2 1.0 0 17956913
213 4 26 15 364.64728 3.1701580013101562 0.00010918689195298647 32.52512977603362 1 1.0 0.03700000047683716 2 1.0 0 17956913
214 4 26 14 700.86237 3.2125576037711685 0.0001 32.485315073108026 1 1.0 0.03700000047683716 2 1.0 0 17956913
215 1 27 14 1000.6598 3.280265939048857 0.0001 32.42173458890073 1 1.0 0.03700000047683716 2 1.0 0 17956913
216 1 28 14 1028.3943 3.3610076389381365 0.001 32.34591532154427 1 1.0 0.03700000047683716 1 1.0 0 17956913
217 1 28 15 642.2941 6.682980847659837 0.0003546572490962726 32.69766102539592 1 1.0 0.03700000047683716 2 1.0 0 17956919
218 1 28 14 390.03632 6.716211634372281 0.00031848930313682633 32.46986675670051 1 1.0 0.03700000047683716 2 1.0 0 17956919
