,0,1,2,3,4,5,6,7,8
90,1,12,"(1, 22, 1)",vertical,1.0,0.0,0.0,0.0,0.0
91,1,13,"(1, 22, 2)",vertical,1.0,0.0,0.0,0.0,0.0
92,1,14,"(0, 21, 3)",horizontal,1.0,20.2,100.0,201.85850000000028,405.66499999999996
93,1,15,"(0, 22, 4)",horizontal,1.0,20.2,100.0,202.83249999999998,403.71700000000055
94,1,16,"(1, 22, 3)",vertical,1.0,0.0,0.0,0.0,0.0
95,1,17,"(1, 23, 0)",vertical,1.0,0.0,0.0,0.0,0.0
96,1,18,"(1, 23, 1)",vertical,1.0,0.0,0.0,0.0,0.0
97,1,19,"(0, 24, 2)",horizontal,1.0,20.2,100.0,201.85850000000028,405.6650000000001
98,1,20,"(1, 23, 2)",vertical,1.0,0.0,0.0,0.0,0.0
99,1,21,"(0, 23, 4)",horizontal,1.0,20.2,100.0,202.83249999999998,403.71700000000055
100,1,22,"(0, 24, 3)",horizontal,1.0,20.2,100.0,201.85850000000028,405.66499999999996
101,1,23,"(1, 23, 3)",vertical,1.0,0.0,0.0,0.0,0.0
102,1,24,"(1, 24, 0)",vertical,1.0,0.0,0.0,0.0,0.0
103,1,25,"(0, 24, 2)",horizontal,1.0,20.2,100.0,202.83250000000004,403.71700000000055
104,1,26,"(1, 24, 1)",vertical,1.0,0.0,0.0,0.0,0.0
105,1,27,"(0, 26, 0)",horizontal,1.0,20.2,100.0,201.85850000000028,405.665
106,1,28,"(1, 25, 0)",vertical,1.0,0.0,0.0,0.0,0.0
107,1,29,"(0, 25, 2)",horizontal,1.0,20.2,100.0,202.83250000000004,403.71700000000055
108,1,30,"(0, 26, 1)",horizontal,1.0,20.2,100.0,201.85850000000028,405.665
109,1,31,"(1, 25, 1)",vertical,1.0,0.0,0.0,0.0,0.0
